"N° CAS";"NOM SA";"CLASSEMENT RÉFÉRENCE";"CLASSEMENT DATE";"CLASSEMENT CATÉGORIE DANGER";"CLASSEMENT CODE H";"CLASSEMENT MENTION DANGER";"FACTEUR M VALEUR";"FACTEUR M ORIGINE";"FACTEUR M DATE"
"3861-41-4";"bromoxynil butyrate";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";12/05/12;"Toxicité aiguë (par voie orale), catégorie 3";"H301";"Toxique en cas d'ingestion";;"";
"3861-41-4";"bromoxynil butyrate";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";12/05/12;"Toxicité pour la reproduction, catégorie 2(d)";"H361d";"Susceptible de nuire au foetus";;"";
"3861-41-4";"bromoxynil butyrate";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";12/05/12;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";10;"ANSES";16/05/12
"3861-41-4";"bromoxynil butyrate";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";12/05/12;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";10;"ANSES";16/05/12
"56634-95-8";"bromoxynil heptanoate";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité pour la reproduction, catégorie 2(d)";"H361d";"Susceptible de nuire au foetus";;"";
"56634-95-8";"bromoxynil heptanoate";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";10;"ANSES";28/11/12
"56634-95-8";"bromoxynil heptanoate";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";10;"ANSES";28/11/12
"56634-95-8";"bromoxynil heptanoate";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Sensibilisation cutanée, catégorie 1";"H317";"Peut provoquer une allergie cutanée";;"";
"56634-95-8";"bromoxynil heptanoate";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité aiguë (par inhalation), catégorie 4";"H332";"Nocif par inhalation";;"";
"56634-95-8";"bromoxynil heptanoate";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité aiguë (par voie orale), catégorie 4";"H302";"Nocif en cas d'ingestion";;"";
"1689-99-2";"bromoxynil octanoate";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";10;"UE";16/12/08
"1689-99-2";"bromoxynil octanoate";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité aiguë (par voie orale), catégorie 4";"H302";"Nocif en cas d'ingestion";;"";
"1689-99-2";"bromoxynil octanoate";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité pour la reproduction, catégorie 2(d)";"H361d";"Susceptible de nuire au foetus";;"";
"1689-99-2";"bromoxynil octanoate";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Sensibilisation cutanée, catégorie 1";"H317";"Peut provoquer une allergie cutanée";;"";
"1689-99-2";"bromoxynil octanoate";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité aiguë (par inhalation), catégorie 3";"H331";"Toxique par inhalation";;"";
"1689-99-2";"bromoxynil octanoate";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";10;"UE";16/12/08
"1689-84-5";"bromoxynil phenol";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité pour la reproduction, catégorie 2(d)";"H361d";"Susceptible de nuire au foetus";;"";
"1689-84-5";"bromoxynil phenol";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité aiguë (par voie orale), catégorie 3";"H301";"Toxique en cas d'ingestion";;"";
"1689-84-5";"bromoxynil phenol";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité aiguë (par inhalation), catégorie 2";"H330";"Mortel par inhalation";;"";
"1689-84-5";"bromoxynil phenol";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Sensibilisation cutanée, catégorie 1";"H317";"Peut provoquer une allergie cutanée";;"";
"1689-84-5";"bromoxynil phenol";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";10;"UE";16/12/08
"1689-84-5";"bromoxynil phenol";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";10;"UE";16/12/08
"116255-48-2";"bromuconazole";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";19/03/19;"Toxicité pour la reproduction, catégorie 2(d)";"H361d";"Susceptible de nuire au foetus";;"";
"116255-48-2";"bromuconazole";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";19/03/19;"Toxicité aiguë (par voie orale), catégorie 4";"H302";"Nocif en cas d'ingestion";;"";
"116255-48-2";"bromuconazole";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";19/03/19;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";1;"ANSES";30/10/18
"116255-48-2";"bromuconazole";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";19/03/19;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";1;"ANSES";30/10/18
"41483-43-6";"bupirimate";"Règlement (UE) N°2016/1179 (9e ATP au Règlement 1272/2008)";19/07/16;"Cancérogénicité, catégorie 2";"H351";"Susceptible de provoquer le cancer";;"";
"41483-43-6";"bupirimate";"Règlement (UE) N°2016/1179 (9e ATP au Règlement 1272/2008)";19/07/16;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";1;"UE";19/07/16
"41483-43-6";"bupirimate";"Règlement (UE) N°2016/1179 (9e ATP au Règlement 1272/2008)";19/07/16;"Sensibilisation cutanée, catégorie 1B";"H317";"Peut provoquer une allergie cutanée";;"";
"133-06-2";"captane";"Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008)";10/08/09;"Toxicité aiguë (par inhalation), catégorie 3";"H331";"Toxique par inhalation";;"";
"133-06-2";"captane";"Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008)";10/08/09;"Sensibilisation cutanée, catégorie 1";"H317";"Peut provoquer une allergie cutanée";;"";
"133-06-2";"captane";"Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008)";10/08/09;"Lésions oculaires graves, catégorie 1";"H318";"Provoque des lésions oculaires graves";;"";
"133-06-2";"captane";"Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008)";10/08/09;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";10;"UE";10/08/09
"133-06-2";"captane";"Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008)";10/08/09;"Cancérogénicité, catégorie 2";"H351";"Susceptible de provoquer le cancer";;"";
"16118-49-3";"carbetamide";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Toxicité aiguë (par voie orale), catégorie 4";"H302";"Nocif en cas d'ingestion";;"";
"16118-49-3";"carbetamide";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Toxicité pour la reproduction, catégorie 1B(D)";"H360D";"Peut nuire au foetus";;"";
"16118-49-3";"carbetamide";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Dangers pour le milieu aquatique - Danger chronique, catégorie 2";"H411";"Toxique pour les organismes aquatiques, entraîne des effets à long terme";;"UE";04/05/17
"16118-49-3";"carbetamide";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Cancérogénicité, catégorie 2";"H351";"Susceptible de provoquer le cancer";;"";
"5234-68-4";"carboxine";"Règlement (UE) N°2020/217 (14e ATP au Règlement 1272/2008)";04/10/19;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";1;"ANSES";16/05/12
"5234-68-4";"carboxine";"Règlement (UE) N°2020/217 (14e ATP au Règlement 1272/2008)";04/10/19;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";1;"ANSES";16/05/12
"5234-68-4";"carboxine";"Règlement (UE) N°2020/217 (14e ATP au Règlement 1272/2008)";04/10/19;"Sensibilisation cutanée, catégorie 1";"H317";"Peut provoquer une allergie cutanée";;"";
"5234-68-4";"carboxine";"Règlement (UE) N°2020/217 (14e ATP au Règlement 1272/2008)";04/10/19;"Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2";"H373";"Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée";;"";
"128639-02-1";"carfentrazone ethyle";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";;"ANSES";19/04/21
"128639-02-1";"carfentrazone ethyle";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";;"ANSES";19/04/21
"500008-45-7";"chlorantraniliprole";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";30/01/18;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";10;"ANSES";16/04/13
"500008-45-7";"chlorantraniliprole";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";30/01/18;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";10;"ANSES";16/04/13
"1698-60-8";"chloridazone";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";1;"ANSES";21/04/15
"1698-60-8";"chloridazone";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";1;"ANSES";21/04/15
"1698-60-8";"chloridazone";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Sensibilisation cutanée, catégorie 1";"H317";"Peut provoquer une allergie cutanée";;"";
"999-81-5";"chlormequat chloride";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité aiguë (par voie cutanée), catégorie 4";"H312";"Nocif par contact cutané";;"";
"999-81-5";"chlormequat chloride";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité aiguë (par voie orale), catégorie 4";"H302";"Nocif en cas d'ingestion";;"";
"2921-88-2";"chlorpyriphos-ethyl";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";10000;"UE";16/12/08
"2921-88-2";"chlorpyriphos-ethyl";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";;"UE";16/12/08
"2921-88-2";"chlorpyriphos-ethyl";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité aiguë (par voie orale), catégorie 3";"H301";"Toxique en cas d'ingestion";;"";
"5598-13-0";"chlorpyriphos-methyl";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Sensibilisation cutanée, catégorie 1";"H317";"Peut provoquer une allergie cutanée";;"";
"5598-13-0";"chlorpyriphos-methyl";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";10000;"ANSES";15/10/13
"5598-13-0";"chlorpyriphos-methyl";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";10000;"ANSES";15/10/13
"64902-72-3";"chlorsulfuron";"Règlement (UE) N°2016/1179 (9e ATP au Règlement 1272/2008)";19/07/16;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";100;"UE";19/07/16
"64902-72-3";"chlorsulfuron";"Règlement (UE) N°2016/1179 (9e ATP au Règlement 1272/2008)";19/07/16;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";1000;"UE";19/07/16
"15545-48-9";"chlortoluron";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";100;"ANSES";14/05/13
"15545-48-9";"chlortoluron";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";10;"ANSES";14/05/13
"15545-48-9";"chlortoluron";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Cancérogénicité, catégorie 2";"H351";"Susceptible de provoquer le cancer";;"";
"15545-48-9";"chlortoluron";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité pour la reproduction, catégorie 2(d)";"H361d";"Susceptible de nuire au foetus";;"";
"143807-66-3";"chromafénozide";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";20/09/16;"Dangers pour le milieu aquatique - Danger chronique, catégorie 2";"H411";"Toxique pour les organismes aquatiques, entraîne des effets à long terme";;"";
"99129-21-2";"clethodim";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Sensibilisation cutanée, catégorie 1";"H317";"Peut provoquer une allergie cutanée";;"";
"99129-21-2";"clethodim";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Toxicité aiguë (par voie orale), catégorie 4";"H302";"Nocif en cas d'ingestion";;"";
"99129-21-2";"clethodim";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Dangers pour le milieu aquatique - Danger chronique, catégorie 3";"H412";"Nocif pour les organismes aquatiques, entraine des effets néfastes à long terme";;"";
"105512-06-9";"clodinafop-propargyl";"Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008)";10/08/09;"Toxicité aiguë (par voie orale), catégorie 4";"H302";"Nocif en cas d'ingestion";;"";
"105512-06-9";"clodinafop-propargyl";"Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008)";10/08/09;"Sensibilisation cutanée, catégorie 1";"H317";"Peut provoquer une allergie cutanée";;"";
"105512-06-9";"clodinafop-propargyl";"Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008)";10/08/09;"Toxicité spécifique pour certains organes cibles - Exposition répétée, catégorie 2";"H373";"Risque présumé d'effets graves pour les organes à la suite d'expositions répétées ou d'une exposition prolongée";;"";
"105512-06-9";"clodinafop-propargyl";"Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008)";10/08/09;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";1;"ANSES";10/02/15
"105512-06-9";"clodinafop-propargyl";"Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008)";10/08/09;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";1;"ANSES";10/02/15
"74115-24-5";"clofentezine";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";;"Sans classement";"Sans classement";"Sans classement";;"";
"81777-89-1";"clomazone";"Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008)";11/03/21;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";1;"UE";11/03/21
"81777-89-1";"clomazone";"Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008)";11/03/21;"Toxicité aiguë (par voie orale), catégorie 4";"H302";"Nocif en cas d'ingestion";;"";
"81777-89-1";"clomazone";"Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008)";11/03/21;"Toxicité aiguë (par inhalation), catégorie 4";"H332";"Nocif par inhalation";;"";
