"Numéro CAS";"Nom SA";"Nature de l'étude";"DL50/CL50";"Valeur";"Unité";"Espèce";"Sexe"
"688046-61-9";"pyriofénone";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";""
"688046-61-9";"pyriofénone";"Toxicité aiguë inhalation";"CL50";">5,18";"mg/L";"rat";"NS"
"688046-61-9";"pyriofénone";"Toxicité aiguë VO";"DL50";">2000";"mg/kg";"rat";""
"95737-68-1";"pyriproxyfen";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"95737-68-1";"pyriproxyfen";"Toxicité aiguë inhalation";"CL50";"> 1.3";"mg/L";"rat";"MF"
"95737-68-1";"pyriproxyfen";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"MF"
"422556-08-9";"pyroxsulame";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"422556-08-9";"pyroxsulame";"Toxicité aiguë inhalation";"CL50";"> 5,12";"mg/L";"rat";"MF"
"422556-08-9";"pyroxsulame";"Toxicité aiguë VO";"DL50";"> 2000";"mg/kg";"rat";"F"
"90717-03-6";"Quinmerac";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";"MF"
"90717-03-6";"Quinmerac";"Toxicité aiguë inhalation";"CL50";">5.4";"mg/L";"rat";"MF"
"90717-03-6";"Quinmerac";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";"MF"
"90717-03-6";"Quinmerac";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"souris";"MF"
"2797-51-5";"quinoclamine";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"2797-51-5";"quinoclamine";"Toxicité aiguë inhalation";"CL50";"> 0.79";"mg/L";"rat";"MF"
"2797-51-5";"quinoclamine";"Toxicité aiguë VO";"DL50";"200 - 500";"mg/kg";"rat";""
"100646-51-3";"quizalofop-P-ethyl";"Toxicité aiguë cutanée";"DL50";"> 5000";"mg/kg";"rat";""
"100646-51-3";"quizalofop-P-ethyl";"Toxicité aiguë inhalation";"CL50";"5.8";"mg/L";"rat";""
"100646-51-3";"quizalofop-P-ethyl";"Toxicité aiguë VO";"DL50";"1182";"mg/kg";"rat";"F"
"122931-48-0";"rimsulfuron";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";""
"122931-48-0";"rimsulfuron";"Toxicité aiguë inhalation";"CL50";">5.4";"mg/L";"rat";""
"122931-48-0";"rimsulfuron";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";""
"874967-67-6";"sedaxane";"Toxicité aiguë cutanée";"DL50";"> 5000";"mg/kg";"rat";"MF"
"874967-67-6";"sedaxane";"Toxicité aiguë inhalation";"CL50";"> 5.25";"mg/L";"rat";"MF"
"874967-67-6";"sedaxane";"Toxicité aiguë VO";"DL50";"> 2000";"mg/kg";"rat";"F"
"175217-20-6";"silthiofam";"Toxicité aiguë cutanée";"DL50";"> 5000";"mg/kg";"rat";"MF"
"175217-20-6";"silthiofam";"Toxicité aiguë inhalation";"CL50";"> 2,8";"mg/L";"rat";"MF"
"175217-20-6";"silthiofam";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"MF"
"130561-48-7";"sintofen";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";""
"130561-48-7";"sintofen";"Toxicité aiguë inhalation";"CL50";">7.34";"mg/L";"rat";""
"130561-48-7";"sintofen";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";""
"87392-12-9";"s-metolachlore";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"lapin";""
"87392-12-9";"s-metolachlore";"Toxicité aiguë inhalation";"CL50";">2.91";"mg/L";"rat";""
"87392-12-9";"s-metolachlore";"Toxicité aiguë VO";"DL50";"2577";"mg/kg";"rat";"F"
"87392-12-9";"s-metolachlore";"Toxicité aiguë VO";"DL50";"3267";"mg/kg";"rat";"M"
"7704-34-9";"soufre";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";"MF"
"7704-34-9";"soufre";"Toxicité aiguë inhalation";"CL50";"2.56";"mg/L";"rat";"MF"
"7704-34-9";"soufre";"Toxicité aiguë inhalation";"CL50";">5.43";"mg/L";"rat";""
"7704-34-9";"soufre";"Toxicité aiguë VO";"DL50";">2000";"mg/kg";"rat";"MF"
"935545-74-7 (Spinetoram)";"spinetoram";"Toxicité aiguë cutanée";"DL50";">5000";"mg/kg";"rat";""
"935545-74-7 (Spinetoram)";"spinetoram";"Toxicité aiguë inhalation";"CL50";">5";"mg/L";"rat";""
"935545-74-7 (Spinetoram)";"spinetoram";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";""
"168316-95-8";"spinosad";"Toxicité aiguë cutanée";"DL50";"> 5000";"mg/kg";"lapin";""
"168316-95-8";"spinosad";"Toxicité aiguë inhalation";"CL50";">5.18";"mg/L";"rat";""
"168316-95-8";"spinosad";"Toxicité aiguë VO";"DL50";">2000";"mg/kg";"rat";""
"148477-71-8";"spirodiclofen";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";""
"148477-71-8";"spirodiclofen";"Toxicité aiguë inhalation";"CL50";"> 5";"mg/L";"rat";""
"148477-71-8";"spirodiclofen";"Toxicité aiguë VO";"DL50";"> 2500";"mg/kg";"rat";""
"203313-25-1";"spirotetramate";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"203313-25-1";"spirotetramate";"Toxicité aiguë inhalation";"CL50";"> 4.18";"mg/L";"rat";"MF"
"203313-25-1";"spirotetramate";"Toxicité aiguë VO";"DL50";"> 2000";"mg/kg";"rat";"F"
"118134-30-8";"spiroxamine";"Toxicité aiguë cutanée";"DL50";"1068";"mg/kg";"rat";"F"
"118134-30-8";"spiroxamine";"Toxicité aiguë cutanée";"DL50";"> 1600";"mg/kg";"rat";"M"
"118134-30-8";"spiroxamine";"Toxicité aiguë inhalation";"CL50";"2,772";"mg/L";"rat";"M"
"118134-30-8";"spiroxamine";"Toxicité aiguë inhalation";"CL50";"1,982";"mg/L";"rat";"F"
"118134-30-8";"spiroxamine";"Toxicité aiguë VO";"DL50";"500";"mg/kg";"rat";"F"
"118134-30-8";"spiroxamine";"Toxicité aiguë VO";"DL50";"561";"mg/kg";"souris";"F"
"118134-30-8";"spiroxamine";"Toxicité aiguë VO";"DL50";"460";"mg/kg";"souris";"M"
"118134-30-8";"spiroxamine";"Toxicité aiguë VO";"DL50";"595";"mg/kg";"rat";"M"
"99105-77-8";"sulcotrione";"Toxicité aiguë cutanée";"DL50";">4000";"mg/kg";"lapin";"MF"
"99105-77-8";"sulcotrione";"Toxicité aiguë inhalation";"CL50";">1.63";"mg/L";"rat";"MF"
"99105-77-8";"sulcotrione";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";"MF"
"7782-63-0";"sulfate de fer";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";"MF"
"7782-63-0";"sulfate de fer";"Toxicité aiguë inhalation";"CL50";">1.10";"mg/L";"rat";"MF"
"7782-63-0";"sulfate de fer";"Toxicité aiguë VO";"DL50";"750 - 1800";"mg/kg";"souris";"MF"
"7782-63-0";"sulfate de fer";"Toxicité aiguë VO";"DL50";"1410";"mg/kg";"souris";"MF"
"7782-63-0";"sulfate de fer";"Toxicité aiguë VO";"DL50";"1520";"mg/kg";"souris";"MF"
"7782-63-0";"sulfate de fer";"Toxicité aiguë VO";"DL50";"984 - 2778";"mg/kg";"lapin";"MF"
"7782-63-0";"sulfate de fer";"Toxicité aiguë VO";"DL50";"1200";"mg/kg";"cobaye";"MF"
"7782-63-0";"sulfate de fer";"Toxicité aiguë VO";"DL50";"2102";"mg/kg";"rat";"F"
"7782-63-0";"sulfate de fer";"Toxicité aiguë VO";"DL50";"1487";"mg/kg";"rat";"M"
"7782-63-0";"sulfate de fer";"Toxicité aiguë VO";"DL50";"1300";"mg/kg";"chien";"MF"
"7782-63-0";"sulfate de fer";"Toxicité aiguë VO";"DL50";"1750";"mg/kg";"rat";"MF"
"7782-63-0";"sulfate de fer";"Toxicité aiguë VO";"DL50";"1595";"mg/kg";"rat";"MF"
"141776-32-1";"Sulfosulfuron";"Toxicité aiguë cutanée";"DL50";"> 5000";"mg/kg";"rat";"MF"
"141776-32-1";"Sulfosulfuron";"Toxicité aiguë inhalation";"CL50";"> 3.0";"mg/L";"rat";"MF"
"141776-32-1";"Sulfosulfuron";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"MF"
"102851-06-9";"tau-fluvalinate";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"102851-06-9";"tau-fluvalinate";"Toxicité aiguë inhalation";"CL50";"";"mg/L";"";""
"102851-06-9";"tau-fluvalinate";"Toxicité aiguë VO";"DL50";"546";"mg/kg";"rat";""
"107534-96-3";"tebuconazole";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";""
"107534-96-3";"tebuconazole";"Toxicité aiguë inhalation";"CL50";"> 5.093";"mg/L";"rat";""
"107534-96-3";"tebuconazole";"Toxicité aiguë VO";"DL50";"1700";"mg/kg";"rat";"F"
"112410-23-8";"tebufenozide";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";"MF"
"112410-23-8";"tebufenozide";"Toxicité aiguë inhalation";"CL50";">4.3";"mg/L";"rat";"MF"
"112410-23-8";"tebufenozide";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";"MF"
"112410-23-8";"tebufenozide";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"souris";"MF"
"119168-77-3";"tebufenpyrad";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";"MF"
"119168-77-3";"tebufenpyrad";"Toxicité aiguë inhalation";"CL50";"2,7";"mg/L";"rat";"MF"
"119168-77-3";"tebufenpyrad";"Toxicité aiguë VO";"DL50";"224";"mg/kg";"souris";"M"
"119168-77-3";"tebufenpyrad";"Toxicité aiguë VO";"DL50";"202-320";"mg/kg";"";""
"119168-77-3";"tebufenpyrad";"Toxicité aiguë VO";"DL50";"595";"mg/kg";"rat";"M"
"119168-77-3";"tebufenpyrad";"Toxicité aiguë VO";"DL50";"210";"mg/kg";"souris";"F"
"119168-77-3";"tebufenpyrad";"Toxicité aiguë VO";"DL50";"997";"mg/kg";"rat";"F"
"83121-18-0";"teflubenzuron";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";""
"83121-18-0";"teflubenzuron";"Toxicité aiguë inhalation";"CL50";"1.71";"mg/L";"rat";""
"83121-18-0";"teflubenzuron";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"souris";""
"83121-18-0";"teflubenzuron";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";""
"79538-32-2";"tefluthrine";"Toxicité aiguë cutanée";"DL50";"177";"mg/kg";"rat";"F"
"79538-32-2";"tefluthrine";"Toxicité aiguë cutanée";"DL50";"316";"mg/kg";"rat";"M"
"79538-32-2";"tefluthrine";"Toxicité aiguë inhalation";"CL50";"0,0491";"mg/L";"rat";"M"
"79538-32-2";"tefluthrine";"Toxicité aiguë inhalation";"CL50";"0.0371";"mg/L";"rat";"F"
"79538-32-2";"tefluthrine";"Toxicité aiguë VO";"DL50";"45,6";"mg/kg";"souris";"M"
"79538-32-2";"tefluthrine";"Toxicité aiguë VO";"DL50";"21.8";"mg/kg";"rat";"M"
"79538-32-2";"tefluthrine";"Toxicité aiguë VO";"DL50";"34,6";"mg/kg";"rat";"F"
"79538-32-2";"tefluthrine";"Toxicité aiguë VO";"DL50";"56,5";"mg/kg";"souris";"F"
"335104-84-2";"tembotrione";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"335104-84-2";"tembotrione";"Toxicité aiguë inhalation";"CL50";"> 4,58";"mg/L";"rat";"MF"
"335104-84-2";"tembotrione";"Toxicité aiguë VO";"DL50";"> 2000";"mg/kg";"rat";"F"
"5915-41-3";"terbuthylazine";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"5915-41-3";"terbuthylazine";"Toxicité aiguë inhalation";"CL50";"> 5.3";"mg/L";"rat";"MF"
"5915-41-3";"terbuthylazine";"Toxicité aiguë VO";"DL50";"1000-1590";"mg/kg";"rat";"MF"
"112281-77-3";"tetraconazole";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";""
"112281-77-3";"tetraconazole";"Toxicité aiguë inhalation";"CL50";"3,66";"mg/L";"";""
"112281-77-3";"tetraconazole";"Toxicité aiguë VO";"DL50";"1250";"mg/kg";"rat";"M"
"112281-77-3";"tetraconazole";"Toxicité aiguë VO";"DL50";"1031";"mg/kg";"rat";"F"
"148-79-8";"thiabendazole";"Toxicité aiguë cutanée";"DL50";"> 5000";"mg/kg";"rat";"MF"
"148-79-8";"thiabendazole";"Toxicité aiguë inhalation";"CL50";"> 0.5";"mg/L";"rat";"MF"
"148-79-8";"thiabendazole";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"F"
"111988-49-9";"thiacloprid";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"111988-49-9";"thiacloprid";"Toxicité aiguë inhalation";"CL50";"2,5";"mg/L";"rat";"M"
"111988-49-9";"thiacloprid";"Toxicité aiguë inhalation";"CL50";"0,989 - 2,199";"mg/L";"rat";"F"
"111988-49-9";"thiacloprid";"Toxicité aiguë inhalation";"CL50";"1,2";"mg/L";"rat";"F"
"111988-49-9";"thiacloprid";"Toxicité aiguë inhalation";"CL50";"> 2,199";"mg/L";"rat";"M"
"111988-49-9";"thiacloprid";"Toxicité aiguë VO";"DL50";"444";"mg/kg";"rat";"F"
"111988-49-9";"thiacloprid";"Toxicité aiguë VO";"DL50";"621";"mg/kg";"rat";"M"
"111988-49-9";"thiacloprid";"Toxicité aiguë VO";"DL50";"396";"mg/kg";"rat";"F"
"111988-49-9";"thiacloprid";"Toxicité aiguë VO";"DL50";"836";"mg/kg";"rat";"M"
"111988-49-9";"thiacloprid";"Toxicité aiguë VO";"DL50";"177";"mg/kg";"rat";"MF"
"153719-23-4";"thiamethoxam";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";""
"153719-23-4";"thiamethoxam";"Toxicité aiguë inhalation";"CL50";"> 3.72";"mg/L";"rat";""
"153719-23-4";"thiamethoxam";"Toxicité aiguë VO";"DL50";"1563";"mg/kg";"rat";"MF"
"153719-23-4";"thiamethoxam";"Toxicité aiguë VO";"DL50";"783";"mg/kg";"souris";"M"
"317815-83-1";"thiencarbazone-methyl";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"317815-83-1";"thiencarbazone-methyl";"Toxicité aiguë inhalation";"CL50";"> 2,08";"mg/L";"rat";"MF"
"317815-83-1";"thiencarbazone-methyl";"Toxicité aiguë VO";"DL50";"> 2000";"mg/kg";"rat";"F"
"79277-27-3";"thifensulfuron methyle";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"79277-27-3";"thifensulfuron methyle";"Toxicité aiguë cutanée";"DL50";"> 5050";"mg/kg";"rat";"MF"
"79277-27-3";"thifensulfuron methyle";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"lapin";"MF"
"79277-27-3";"thifensulfuron methyle";"Toxicité aiguë inhalation";"CL50";"> 5,03";"mg/L";"rat";"MF"
"79277-27-3";"thifensulfuron methyle";"Toxicité aiguë inhalation";"CL50";"> 5,34";"mg/L";"rat";"MF"
"79277-27-3";"thifensulfuron methyle";"Toxicité aiguë inhalation";"CL50";"> 5";"mg/L";"rat";"MF"
"79277-27-3";"thifensulfuron methyle";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"MF"
"79277-27-3";"thifensulfuron methyle";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"F"
"23564-05-8";"thiophanate-methyl";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"lapin";"MF"
"23564-05-8";"thiophanate-methyl";"Toxicité aiguë inhalation";"CL50";"1,9";"mg/L";"rat";"F"
"23564-05-8";"thiophanate-methyl";"Toxicité aiguë inhalation";"CL50";"1,7";"mg/L";"rat";"M"
"23564-05-8";"thiophanate-methyl";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";"MF"
"57018-04-9";"Tolclophos methyle";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";"MF"
"57018-04-9";"Tolclophos methyle";"Toxicité aiguë cutanée";"DL50";">5000";"mg/kg";"rat";"MF"
"57018-04-9";"Tolclophos methyle";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"lapin";"MF"
"57018-04-9";"Tolclophos methyle";"Toxicité aiguë cutanée";"DL50";">5000";"mg/kg";"souris";"MF"
"57018-04-9";"Tolclophos methyle";"Toxicité aiguë inhalation";"CL50";">2,07";"mg/L";"rat";"MF"
"57018-04-9";"Tolclophos methyle";"Toxicité aiguë inhalation";"CL50";">3,32";"mg/L";"rat";"MF"
"57018-04-9";"Tolclophos methyle";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";"MF"
"57018-04-9";"Tolclophos methyle";"Toxicité aiguë VO";"DL50";"3500";"mg/kg";"souris";"M"
"87820-88-0";"tralkoxydime";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";"MF"
"87820-88-0";"tralkoxydime";"Toxicité aiguë inhalation";"CL50";">3.47";"mg/L";"rat";"MF"
"87820-88-0";"tralkoxydime";"Toxicité aiguë VO";"DL50";"934";"mg/kg";"rat";"F"
"87820-88-0";"tralkoxydime";"Toxicité aiguë VO";"DL50";"1258";"mg/kg";"rat";"M"
"87820-88-0";"tralkoxydime";"Toxicité aiguë VO";"DL50";"1231";"mg/kg";"souris";"M"
"87820-88-0";"tralkoxydime";"Toxicité aiguë VO";"DL50";"1100";"mg/kg";"souris";"F"
"55219-65-3";"triadimenol";"Toxicité aiguë cutanée";"DL50";">5000";"mg/kg";"rat";"MF"
"55219-65-3";"triadimenol";"Toxicité aiguë inhalation";"CL50";">0.95";"mg/L";"rat";"MF"
"55219-65-3";"triadimenol";"Toxicité aiguë VO";"DL50";"1105";"mg/kg";"rat";"F"
"55219-65-3";"triadimenol";"Toxicité aiguë VO";"DL50";"1267";"mg/kg";"souris";"F"
"55219-65-3";"triadimenol";"Toxicité aiguë VO";"DL50";"1161";"mg/kg";"rat";"M"
"55219-65-3";"triadimenol";"Toxicité aiguë VO";"DL50";"1300";"mg/kg";"souris";"M"
"2303-17-5";"tri-allate";"Toxicité aiguë cutanée";"DL50";">5000";"mg/kg";"rat";"MF"
"2303-17-5";"tri-allate";"Toxicité aiguë inhalation";"CL50";">5.3";"mg/L";"rat";"MF"
"2303-17-5";"tri-allate";"Toxicité aiguë VO";"DL50";"1100";"mg/kg";"rat";"MF"
"2303-17-5";"tri-allate";"Toxicité aiguë VO";"DL50";"3382";"mg/kg";"rat";"M"
"101200-48-0";"tribenuron-methyl";"Toxicité aiguë cutanée";"DL50";"> 5000";"mg/kg";"rat";"MF"
"101200-48-0";"tribenuron-methyl";"Toxicité aiguë inhalation";"CL50";"> 6";"mg/L";"rat";"MF"
"101200-48-0";"tribenuron-methyl";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";"MF"
"055335-06-3";"triclopyr";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"055335-06-3";"triclopyr";"Toxicité aiguë inhalation";"CL50";"> 4.8";"mg/L";"rat";""
"055335-06-3";"triclopyr";"Toxicité aiguë VO";"DL50";"630";"mg/kg";"rat";"F"
"64700-56-7";"triclopyr butoxy ethyl ester";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"64700-56-7";"triclopyr butoxy ethyl ester";"Toxicité aiguë inhalation";"CL50";"> 4.8";"mg/L";"rat";""
"64700-56-7";"triclopyr butoxy ethyl ester";"Toxicité aiguë VO";"DL50";"803";"mg/kg";"rat";""
"141517-21-7";"trifloxystrobine";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"lapin";"MF"
"141517-21-7";"trifloxystrobine";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"141517-21-7";"trifloxystrobine";"Toxicité aiguë inhalation";"CL50";"> 4.6";"mg/L";"rat";"MF"
"141517-21-7";"trifloxystrobine";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"MF"
"141517-21-7";"trifloxystrobine";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"souris";"MF"
"126535-15-7";"triflusulfuron-methyle";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"lapin";"MF"
"126535-15-7";"triflusulfuron-methyle";"Toxicité aiguë inhalation";"CL50";">5.1";"mg/L";"rat";"MF"
"126535-15-7";"triflusulfuron-methyle";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";"MF"
"95266-40-3";"trinexapac-ethyl";"Toxicité aiguë cutanée";"DL50";">4000";"mg/kg";"rat";"MF"
"95266-40-3";"trinexapac-ethyl";"Toxicité aiguë inhalation";"CL50";">5,3";"mg/L";"rat";"MF"
"95266-40-3";"trinexapac-ethyl";"Toxicité aiguë VO";"DL50";"4210";"mg/kg";"rat";"F"
"95266-40-3";"trinexapac-ethyl";"Toxicité aiguë VO";"DL50";"4610";"mg/kg";"rat";"M"
"95266-40-3";"trinexapac-ethyl";"Toxicité aiguë VO";"DL50";">2000";"mg/kg";"souris";"MF"
"131983-72-7";"triticonazole";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";"MF"
"131983-72-7";"triticonazole";"Toxicité aiguë inhalation";"CL50";">5.61";"mg/L";"rat";"MF"
"131983-72-7";"triticonazole";"Toxicité aiguë VO";"DL50";">2000";"mg/kg";"rat";"MF"
"142469-14-5";"tritosulfuron";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"142469-14-5";"tritosulfuron";"Toxicité aiguë inhalation";"CL50";"5,4";"mg/L";"rat";"MF"
"142469-14-5";"tritosulfuron";"Toxicité aiguë VO";"DL50";"4700";"mg/kg";"rat";"MF"
"283159-90-0";"valifenalate";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"F"
"283159-90-0";"valifenalate";"Toxicité aiguë inhalation";"CL50";"> 3,118";"mg/L";"rat";"MF"
"283159-90-0";"valifenalate";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"MF"
"52315-07-8";"zeta-cypermethrine";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"lapin";"MF"
"52315-07-8";"zeta-cypermethrine";"Toxicité aiguë inhalation";"CL50";"1,26";"mg/L";"rat";"MF"
"52315-07-8";"zeta-cypermethrine";"Toxicité aiguë VO";"DL50";"86";"mg/kg";"rat";"F"
"52315-07-8";"zeta-cypermethrine";"Toxicité aiguë VO";"DL50";"134";"mg/kg";"rat";"M"
"137-30-4";"zirame";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";""
"137-30-4";"zirame";"Toxicité aiguë inhalation";"CL50";"0.06";"mg/L";"rat";""
"137-30-4";"zirame";"Toxicité aiguë VO";"DL50";"267";"mg/kg";"rat";""
"156052-68-5";"zoxamide";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"rat";"MF"
"156052-68-5";"zoxamide";"Toxicité aiguë inhalation";"CL50";">5.3";"mg/L";"rat";"MF"
"156052-68-5";"zoxamide";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";"MF"
"156052-68-5";"zoxamide";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"souris";"MF"
"112-30-1";"1-decanol";"Toxicité aiguë cutanée";"DL50";"> 5000";"mg/kg";"rat";"MF"
"112-30-1";"1-decanol";"Toxicité aiguë inhalation";"CL50";"> 2,05";"mg/L";"rat";"MF"
"112-30-1";"1-decanol";"Toxicité aiguë VO";"DL50";"> 5000";"mg/kg";"rat";"MF"
"3100-04-7 ";"1-methylcyclopropene";"Toxicité aiguë cutanée";"DL50";">5000";"mg/kg";"rat";""
"3100-04-7 ";"1-methylcyclopropene";"Toxicité aiguë inhalation";"CL50";">5,12";"mg/L";"rat";"MF"
"3100-04-7 ";"1-methylcyclopropene";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";"F"
"86-86-2";"1-naphthylacetamide";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"86-86-2";"1-naphthylacetamide";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"lapin";"MF"
"86-86-2";"1-naphthylacetamide";"Toxicité aiguë inhalation";"CL50";"> 2,17";"mg/L";"rat";"MF"
"86-86-2";"1-naphthylacetamide";"Toxicité aiguë VO";"DL50";"1655";"mg/kg";"rat";"M"
"86-86-2";"1-naphthylacetamide";"Toxicité aiguë VO";"DL50";"> 2000";"mg/kg";"rat";"F"
"571-58-4";"1,4-dimethylnaphthalene";"Toxicité aiguë cutanée";"DL50";">  2000";"mg/kg";"lapin";"MF"
"571-58-4";"1,4-dimethylnaphthalene";"Toxicité aiguë inhalation";"CL50";">  4,16";"mg/L";"rat";"MF"
"571-58-4";"1,4-dimethylnaphthalene";"Toxicité aiguë VO";"DL50";"1300";"mg/kg";"souris";"MF"
"571-58-4";"1,4-dimethylnaphthalene";"Toxicité aiguë VO";"DL50";"> 2000";"mg/kg";"rat";""
"94-75-7";"2,4-D";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";"MF"
"94-75-7";"2,4-D";"Toxicité aiguë inhalation";"CL50";"> 1.79";"mg/L";"rat";"MF"
"94-75-7";"2,4-D";"Toxicité aiguë VO";"DL50";"559";"mg/kg";"rat";"M"
"94-75-7";"2,4-D";"Toxicité aiguë VO";"DL50";"639";"mg/kg";"rat";"M"
"94-75-7";"2,4-D";"Toxicité aiguë VO";"DL50";"300-2000";"mg/kg";"rat";"F"
"94-75-7";"2,4-D";"Toxicité aiguë VO";"DL50";"425";"mg/kg";"rat";"F"
"94-75-7";"2,4-D";"Toxicité aiguë VO";"DL50";"764";"mg/kg";"rat";"F"
"1928-43-4";"2,4-D ethylhexyl ester";"Toxicité aiguë cutanée";"DL50";">2000";"mg/kg";"lapin";"MF"
"1928-43-4";"2,4-D ethylhexyl ester";"Toxicité aiguë inhalation";"CL50";"> 5.39";"mg/L";"rat";"MF"
"1928-43-4";"2,4-D ethylhexyl ester";"Toxicité aiguë VO";"DL50";"720";"mg/kg";"rat";"F"
"1928-43-4";"2,4-D ethylhexyl ester";"Toxicité aiguë VO";"DL50";"982";"mg/kg";"rat";"M"
"94-82-6";"2,4-DB";"Toxicité aiguë cutanée";"DL50";"> 2000";"mg/kg";"rat";""
"94-82-6";"2,4-DB";"Toxicité aiguë inhalation";"CL50";"> 2,3";"mg/L";"rat";""
"94-82-6";"2,4-DB";"Toxicité aiguë VO";"DL50";"1470";"mg/kg";"rat";""
"1214-39-7";"6-benzyladenine";"Toxicité aiguë cutanée";"DL50";">5000";"mg/kg";"rat";"MF"
"1214-39-7";"6-benzyladenine";"Toxicité aiguë VO";"DL50";"2125 - 2130";"mg/kg";"rat";"MF"
"1214-39-7";"6-benzyladenine";"Toxicité aiguë VO";"DL50";"1584";"mg/kg";"rat";"MF"
"37338-40-2";"8-dodecenylacetate";"Toxicité aiguë VO";"DL50";">5000";"mg/kg";"rat";"MF"
