(produit) type produit;(produit) numero AMM;(produit) nom produit;(produit) seconds noms commerciaux;(produit) titulaire;(produit) type commercial;(produit) gamme usage;(produit) mentions autorisees;(produit) restrictions usage;(produit) restrictions usage libelle;(produit) Substances actives;(produit) fonctions;(produit) formulations;(produit) Etat d’autorisation;(produit) Date de retrait du produit;(produit) Date de première autorisation;(produit) Numéro AMM du produit de référence;(produit) Nom du produit de référence;
PPP;2010604;ANTI LIMACES RA;;SBM DEVELOPPEMENT;Produit de revente;;Emploi autorisé dans les jardins;;;metaldéhyde (Metaldehyde) 5.0 %;;Appât sur grains;RETIRE;30/06/2015;07/12/2001;9500122;HELARION RB;
PPP;2010275;ANTI LIMACES CAPISCOL;;SBM DEVELOPPEMENT;Produit de revente;;Emploi autorisé dans les jardins;;;metaldéhyde (Metaldehyde) 5.0 %;Molluscicide;Appât prêt à l'emploi;RETIRE;30/06/2015;08/06/2001;8400549;HELARION RS;
PPP;2010564;CERASTAR;;CERA CHEM S.A.R.L.;Produit de revente;;;;;fluroxypyr ester 1-méthylheptyl (Fluroxypyr) 200.0 g/L;Herbicide;Liquide;RETIRE;30/06/2015;05/10/2001;8400600;STARANE 200;
PPP;2010287;FLINT J;;BAYER SAS;Produit de revente;;;;;trifloxystrobine (Trifloxystrobin) 50.0 %;Fongicide;Granulé dispersable;RETIRE;30/06/2015;29/04/2001;9900037;CONSIST;
PPP;9300439;FLORDIMEX 480;;CBW - CHEMIE GMBH BITTERFELD-WOLFEN;Produit de référence;;;;;éthéphon (Ethephon) 39.5 %;;Liquide;RETIRE;30/06/2015;01/10/1996;;;
PPP;9900023;ARBINOL B;;CHEMINOVA A/S;Produit de référence;Professionnel;;;;benzoate de dénatonium (Denathonium benzoate) 0.11 g/L;Répulsif;Suspension concentrée;RETIRE;04/12/2015;08/06/2001;;;
PPP;7800536;ILLOXAN CE;;BAYER SAS;Produit de référence;;;;;diclofop (Diclofop) 360.0 g/L;;Liquide;RETIRE;29/06/2015;01/12/1978;;;
PPP;9300328;RHIZOFILM;;BAYER SAS;Produit de référence;Professionnel;;;;Liant cellulosique (Liant cellulosique) 33.1 g/L;Fongicide;Suspension concentrée;AUTORISE;;01/10/1993;;;
PPP;9100697;KB INSECTICIDE ORGANIQUE;;Evergreen Garden Care France SAS;Produit de référence;Professionnel;;;;acide gras sous forme de sel d'amine (Fatty acids) 155.0 g/L;Insecticide;Liquide;RETIRE;07/12/2015;01/04/1993;;;
PPP;9100696;KB INSECTICIDE ORGANIQUE PRET A L'EMPLOI;;Evergreen Garden Care France SAS;Produit de référence;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins;;;acide gras sous forme de sel d'amine (Fatty acids) 7.75 g/L;Insecticide;Liquide;RETIRE;04/12/2015;01/04/1993;;;
PPP;2110143;SENCORAL SC;;BAYER SAS;Produit de référence;Professionnel;;;;métribuzine (Metribuzin) 600.0 g/L;Herbicide;Suspension concentrée;AUTORISE;;15/08/2011;;;
PPP;9700354;SENCORAL ULTRADISPERSIBLE;;BAYER SAS;Produit de référence;Professionnel;;;;métribuzine (Metribuzin) 70.0 %;Herbicide;Granulé dispersable;AUTORISE;;05/02/1998;;;
PPP;2180190;CLIPLESS;;CHEMINOVA Agro France SAS;Produit de référence;Professionnel;;;;trinéxapac-éthyl (Trinexapac) 120.0 g/L;Régulateur de croissance;Micro-émulsion;AUTORISE;;04/07/2018;;;
PPP;2040338;DICAVEL 480;;PHYTEUROP;Générique;;;;;dicamba sel de diméthylamine (Dicamba) 480.0 g/L;;Liquide;RETIRE;30/06/2015;03/12/2004;8400096;BANVEL 4 S;
PPP;8500038;DELAN 75 SC;;BASF FRANCE SAS;Produit de référence;;;;;dithianon (Dithianon) 750.0 g/L;Fongicide;Suspension concentrée;RETIRE;30/06/2015;01/12/1985;;;
PPP;2030068;SIROCCO EV;;NUFARM S.A;Deuxième gamme;;;;;amitrole (Amitrole) 200.0 g/L | isoxabène (Isoxaben) 55.6 g/L | thiocyanate d'ammonium (Ammonium thiocyanate) 179.0 g/L;;Suspension concentrée;RETIRE;29/06/2015;07/02/2003;2020216;TRAFFIC ALLEES;
PPP;7100402;AMINUGEC 600;;PHYTEUROP;Produit de référence;;;;;2,4-D sel de diméthylamine (2,4-D) 600.0 g/L;;Liquide;RETIRE;25/06/2015;01/12/1972;;;
PPP;2020505;TIFA;;CERTIS EUROPE BV;Deuxième gamme;;;;;hexythiazox (Hexythiazox) 10.0 %;Acaricide;Poudre mouillable;RETIRE;22/06/2015;30/10/2002;9700348;TILAR;
PPP;9700348;TILAR;;CERTIS EUROPE BV;Produit de revente;;;;;hexythiazox (Hexythiazox) 10.0 %;Acaricide;Poudre mouillable;RETIRE;22/06/2015;01/10/1997;8400473;CESAR;
PPP;9700320;CENTURION 2000;;ARYSTA LIFESCIENCE;Produit de revente;;;;;cléthodime (Clethodim) 100.0 g/L | quizalofop-P-éthyl (Quizalofop-P-ethyl) 100.0 g/L;Herbicide;Concentré émulsionnable;RETIRE;17/06/2015;09/06/2000;9700350;VESUVE;
PPP;2010589;DIAMANT;;BASF FRANCE SAS;Produit de référence;;;;;époxiconazole (Epoxiconazole) 43.0 g/L | fenpropimorphe (Fenpropimorph) 214.0 g/L | pyraclostrobine (Pyraclostrobin) 114.0 g/L;Fongicide;Suspo-émulsion;RETIRE;15/06/2015;16/07/2003;;;
PPP;9700402;DIMILIN SC 48;;CROMPTON UNIROYAL CHEMICAL REGISTRATIONS LTD UK;Produit de référence;;;;;diflubenzuron (Diflubenzuron) 480.0 g/L;Insecticide;Concentré soluble;RETIRE;15/06/2015;03/12/1999;;;
PPP;9100659;NABEGA;;NUFARM S.A;Produit de référence;Professionnel;;;;amitrole (Amitrole) 200.0 g/L | isoxabène (Isoxaben) 55.6 g/L | thiocyanate d'ammonium (Ammonium thiocyanate) 179.0 g/L;Herbicide;Suspension concentrée;RETIRE;29/06/2015;01/04/1993;;;
PPP;2010310;OPAL DICAMBA;;INTER-TRADE AGRO APS;Produit de revente;;;;;dicamba sel de diméthylamine (Dicamba) 480.0 g/L;Herbicide;Concentré soluble;RETIRE;19/06/2015;05/10/2001;8400096;BANVEL 4 S;
PPP;7700155;PYRAMINE FL;;BASF FRANCE SAS;Produit de référence;;;;;chloridazone (Chloridazon) 430.0 g/L;Herbicide;Liquide;RETIRE;15/06/2015;01/12/1977;;;
PPP;2020502;BEAUFRUIT;;AGRIPHAR SA;Produit de revente;;;;;dodine (Dodine) 400.0 g/L;Fongicide;Suspension concentrée;RETIRE;16/06/2015;12/04/2002;9800392;SYLLIT;
PPP;2020072;CHJ FONGICIDE A;;AGRIPHAR SA;Deuxième gamme;;;;;dodine (Dodine) 400.0 g/L;Fongicide;Suspension concentrée;RETIRE;16/06/2015;12/04/2002;9800392;SYLLIT;
PPP;7300358;CUPROFIX F;;CEREXAGRI S.A.S.;Produit de référence;;;;;sulfate de cuivre (Copper compounds) 12.0 % | folpel (Folpet) 30.0 %;;Poudre mouillable;RETIRE;16/06/2015;01/12/1973;;;
PPP;9700041;ENOMIX MC;;PHYTEUROP;Deuxième gamme;;;;;sulfate de cuivre (Copper compounds) 18.0 % | cymoxanil (Cymoxanil) 3.43 % | mancozèbe (Mancozeb) 11.5 %;;Poudre mouillable;RETIRE;16/06/2015;01/02/1997;9400484;SARMAN MC;
PPP;9600431;DELTACUIVRE F;;CEREXAGRI S.A.S.;Deuxième gamme;;;;;sulfate de cuivre (Copper compounds) 12.0 % | folpel (Folpet) 30.0 %;;Poudre mouillable;RETIRE;16/06/2015;01/02/1997;7300358;CUPROFIX F;
PPP;2010432;QUADRIMEX MALADIES DES ROSIERS;;NOVAMEX;Produit de référence;;Emploi autorisé dans les jardins;;;propiconazole (Propiconazole) 5.0 g/L;Fongicide;Autre liquide;RETIRE;19/06/2015;05/10/2001;;;
PPP;2000088;PREDATOR;;NOVAMEX;Produit de revente;;;;;glyphosate (Glyphosate) 360.0 g/L;Herbicide;Concentré soluble;RETIRE;19/06/2015;31/03/2000;;;
PPP;7600137;NUVAGRAIN;;NEODIS;Produit de référence;;;;;chlorpyriphos-méthyl (Chlorpyrifos-methyl) 25.0 g/L;Insecticide;Liquide;RETIRE;19/06/2015;01/12/1976;;;
PPP;2020216;TRAFFIC ALLEES;;NUFARM S.A;Deuxième gamme;;;;;amitrole (Amitrole) 200.0 g/L | isoxabène (Isoxaben) 55.6 g/L | thiocyanate d'ammonium (Ammonium thiocyanate) 179.0 g/L;;Suspension concentrée;RETIRE;29/06/2015;07/06/2002;9100659;NABEGA;
PPP;9800042;VERTIMEC HORTI;;SYNGENTA FRANCE SAS;Deuxième gamme;;;;;abamectine (Abamectin) 18.0 g/L;Insecticide;Concentré émulsionnable;RETIRE;19/06/2015;05/02/1998;8500174;VERTIMEC;
PPP;9000836;LOSPEL;;ISAGRO SPA;Produit de référence;Professionnel;;;;tétraconazole (Tetraconazole) 125.0 g/L;Fongicide;Liquide;AUTORISE;;01/02/1993;;;
PPP;2090148;ESTOCADE;;PHYTEUROP;Produit de revente;Professionnel;;;;folpel (Folpet) 48.0 % | valifénalate (Valifenalate) 6.0 %;Fongicide;Granulé dispersable;AUTORISE;;31/08/2009;2090065;VALIS F;
PPP;9600458;PHAGOFUMYL;;LABORATOIRES PHAGOGENE DEC;Deuxième gamme;;;;;thiabendazole (Thiabendazole) 10.0 %;Désinfectants production végétales;Poudre fumigation;RETIRE;15/06/2015;01/12/1996;;;
PPP;2000228;PHYTOREX J;;BAYER SAS;Produit de revente;;Emploi autorisé dans les jardins;;;metaldéhyde (Metaldehyde) 5.0 %;Molluscicide;Appât sur grains;RETIRE;30/06/2015;09/06/2000;9000600;DOLIMACES R;
PPP;8400005;PIRIGRAIN POUDRE;;COMPAGNIE GENERALE DES INSECTICIDES;Produit de référence;;;;;pirimiphos-méthyl (Pirimiphos-methyl) 1.0 %;Insecticide;Liquide;RETIRE;15/06/2015;01/12/1984;;;
PPP;9200541;DICHLORES FLOW;;TRADI AGRI;Produit de référence;;;;;chloridazone (Chloridazon) 430.0 g/L;;Suspension concentrée;RETIRE;19/06/2015;01/12/1992;;;
PPP;9700125;PODIUM;;SYNGENTA FRANCE SAS;Produit de référence;;;;;cyprodinil (Cyprodinil) 187.5 g/L | fenpropidine (Fenpropidin) 187.5 g/L;Fongicide;Concentré émulsionnable;RETIRE;19/06/2015;01/10/1998;;;
PPP;9600088;DIVIDEND;;SYNGENTA FRANCE SAS;Produit de référence;;;;;difénoconazole (Difenoconazole) 30.0 g/L;Fongicide;Suspension concentrée;RETIRE;19/06/2015;01/12/1997;;;
PPP;9200367;AGRYS;;SYNGENTA FRANCE SAS;Produit de référence;;;;;fenpropidine (Fenpropidin) 480.0 g/L | fenpropimorphe (Fenpropimorph) 270.0 g/L;Fongicide;Concentré émulsionnable;RETIRE;19/06/2015;01/10/1993;;;
PPP;9500005;KOARA;;SYNGENTA FRANCE SAS;Produit de référence;;;;;cyprodinil (Cyprodinil) 240.0 g/L | propiconazole (Propiconazole) 50.0 g/L;Fongicide;Concentré émulsionnable;RETIRE;19/06/2015;01/12/1996;;;
PPP;2030178;CAIMAN JARDIN;;ARYSTA LIFESCIENCE;Deuxième gamme;;Emploi autorisé dans les jardins;;;mancozèbe (Mancozeb) 80.0 %;Fongicide;Poudre mouillable;RETIRE;19/06/2015;04/04/2003;2000442;CAIMAN WP;
PPP;9500355;BETOZON;;OXON ITALIA;Produit de revente;;;;;chloridazone (Chloridazon) 64.0 %;;Poudre mouillable;RETIRE;19/06/2015;01/06/1996;9000390;BETTER GRANULE;
PPP;2030154;BOVOIR;;JOUFFRAY DRILLAUD;Produit de revente;;;;;Chlortoluron (Chlorotoluron) 500.0 g/L | isoxabène (Isoxaben) 18.75 g/L;Herbicide;Emulsion de type aqueux;RETIRE;19/06/2015;04/04/2003;8800827;AUBAINE;
PPP;9600191;FONGICIDE SYSTEMIQUE CARRE VERT;;Evergreen Garden Care France SAS;Produit de revente;;Emploi autorisé dans les jardins;;;fosétyl (Fosetyl) 80.0 %;Fongicide;Poudre mouillable;RETIRE;16/06/2015;01/06/1996;7700682;ALIETTE;
PPP;2010478;AMALFI;;FMC CHEMICAL SPRL;Deuxième gamme;;;;;bénalaxyl (Benalaxyl) 60.0 g/L | folpel (Folpet) 385.0 g/L;Fongicide;Suspension concentrée;RETIRE;19/06/2015;05/10/2001;8700102;TAIREL F LIQUIDE;
PPP;9420112;FABRIMOUSS 1;;AMIFLOR SAS;Produit de référence;;Emploi autorisé dans les jardins;;;2,4-D sel de diméthylamine (2,4-D) 0.24 % | sulfate de fer (Iron sulphate) 38.0 % | mécoprop sel de diméthylamine (Mecoprop) 0.48 %;;Granulé;RETIRE;19/06/2015;01/12/1995;;;
PPP;2010559;FERTI CLEAN GAZON;;EVADIS SARL;Produit de revente;;;;;2,4-D sel de diméthylamine (2,4-D) 0.7 % | dicamba sel de diméthylamine (Dicamba) 0.1 %;Herbicide;Granulé;RETIRE;19/06/2015;05/10/2001;9400109;LONGREEN;
PPP;9800088;TRAVIATA;;BAYER SAS;Deuxième gamme;;;;;bromoxynil octanoate (Bromoxynil) 140.0 g/L | diflufénicanil (Diflufenican) 12.0 g/L | mécoprop-P (Mecoprop-P) 240.0 g/L;Herbicide;Concentré émulsionnable;RETIRE;16/06/2015;01/10/1998;9600321;DIEZE;
PPP;2000038;BUTIN SC;;BASF FRANCE SAS;Deuxième gamme;;;;;chloridazone (Chloridazon) 430.0 g/L;Herbicide;Suspension concentrée;RETIRE;15/06/2015;04/02/2000;;;
PPP;9600098;VISION;;BASF FRANCE SAS;Produit de référence;;;;;fluquinconazole (Fluquinconazole) 50.0 g/L | pyriméthanil (Pyrimethanil) 200.0 g/L;Fongicide;Suspension concentrée;RETIRE;15/06/2015;01/12/1997;;;
PPP;7500373;DIMILIN;;CROMPTON UNIROYAL CHEMICAL REGISTRATIONS LTD UK;Produit de référence;;;;;diflubenzuron (Diflubenzuron) 25.0 %;Insecticide;Poudre mouillable;RETIRE;15/06/2015;01/12/1975;;;
PPP;9800247;DIMILIN CHAMP;;CROMPTON UNIROYAL CHEMICAL REGISTRATIONS LTD UK;Deuxième gamme;;;;;diflubenzuron (Diflubenzuron) 150.0 g/L;Insecticide;Suspension concentrée;RETIRE;15/06/2015;04/06/1998;9100156;DIMILIN FLO;
PPP;8900202;DIMILIN LR 45;;CROMPTON UNIROYAL CHEMICAL REGISTRATIONS LTD UK;Produit de référence;;;;;diflubenzuron (Diflubenzuron) 450.0 g/L;Insecticide;Suspension concentrée;RETIRE;15/06/2015;01/04/1989;;;
PPP;8600564;DIMILIN F;;CROMPTON UNIROYAL CHEMICAL REGISTRATIONS LTD UK;Produit de référence;;;;;diflubenzuron (Diflubenzuron) 25.0 %;Insecticide;Poudre mouillable;RETIRE;15/06/2015;01/12/1986;;;
PPP;8100433;DIMILIN ODC 45;;CROMPTON UNIROYAL CHEMICAL REGISTRATIONS LTD UK;Produit de référence;;;;;diflubenzuron (Diflubenzuron) 450.0 g/L;Insecticide;Suspension concentrée;RETIRE;15/06/2015;01/12/1981;;;
PPP;9600207;DIMILIN UC;;CROMPTON UNIROYAL CHEMICAL REGISTRATIONS LTD UK;Deuxième gamme;;;;;diflubenzuron (Diflubenzuron) 25.0 %;Insecticide;Poudre mouillable;RETIRE;15/06/2015;01/04/1997;7500373;DIMILIN;
PPP;9400148;VITAVAX ROUGE;;CROMPTON UNIROYAL CHEMICAL REGISTRATIONS LTD UK;Produit de référence;;;;;carboxine (Carboxin) 198.0 g/L | thirame (Thiram) 198.0 g/L;;Suspension concentrée;RETIRE;15/06/2015;01/04/1994;;;
PPP;2030302;JARDINEZ BIO INSECTICIDE FOLIAIRE;;LABORATOIRES PHAGOGENE DEC;Produit de revente;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Utilisable en agriculture biologique;;;pyréthrines (Pyrethrins) 20.0 g/L;Insecticide;Concentré émulsionnable;RETIRE;04/12/2015;06/06/2003;9300111;BADINEB BIO JARDIN;
PPP;9500434;PREVICUR N JARDIN;;BAYER SAS;Produit de revente;;Emploi autorisé dans les jardins;;;propamocarbe HCl (Propamocarb) 722.0 g/L;Fongicide;Suspension aqueuse;RETIRE;16/06/2015;01/10/1995;8100444;PREVICUR N;
PPP;7500004;KB INSECTES LEGUMES B;;Evergreen Garden Care France SAS;Produit de référence;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Utilisable en agriculture biologique;;;pyréthrines (Pyrethrins) 24.0 g/L | pipéronyl butoxide (Piperonyl butoxide) 120.0 g/L;Insecticide;Concentré émulsionnable;RETIRE;07/12/2015;01/12/1975;;;
PPP;9900314;TCHAO 2000 EV;;MONSANTO SAS;Deuxième gamme;;;;;glyphosate sel monosodium (Glyphosate) 42.0 %;Herbicide;Granulé soluble dans l'eau;RETIRE;04/04/2003;01/10/1999;9300385;HOCKEY G.S.;
PPP;9100177;KB INSECTICIDE BV;;Evergreen Garden Care France SAS;Deuxième gamme;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Utilisable en agriculture biologique;;;Bacillus thuringiensis subsp. kurstaki SOUCHE: ABTS 351 Collection de cultu (Bacillus thuringiensis subsp. kurstaki strain ABTS 351) 20.0 g/L | pyréthrines (Pyrethrins) 24.0 g/L | pipéronyl butoxide (Piperonyl butoxide) 50.0 g/L;Insecticide | Insecticide;Liquide;RETIRE;07/12/2015;01/04/1991;8400098;BACTOSPEINE JARDIN LIQUIDE SOVILO;
PPP;8800035;PREDEX PB;;EDIALUX;Produit de référence;Professionnel;;;;pyréthrines (Pyrethrins) 25.0 g/L | pipéronyl butoxide (Piperonyl butoxide) 250.0 g/L;Insecticide;Concentré émulsionnable;RETIRE;07/12/2015;01/10/1988;;;
PPP;8800818;TRAITEMENT PP INSECTICIDE CHOC PUCERONS;;COPYR S.P.A;Produit de référence;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Utilisable en agriculture biologique;;;pyréthrines (Pyrethrins) 15.0 g/L;Insecticide;Liquide;RETIRE;04/12/2015;01/10/1989;;;
PPP;8800335;PROTECTION INSECTICIDE DES PLANTES;;COMPO FRANCE SAS;Produit de référence;Amateur / emploi autorisé dans les jardins;Emploi autorisé dans les jardins | Utilisable en agriculture biologique;;;pyréthrines (Pyrethrins) 1.13 g/L;Insecticide;Générateur d'aérosol;RETIRE;04/12/2015;01/10/1988;;;
PPP;2080088;NEMO;ADAPT | NEMO FLD | NICOGAN | OPHEL | STRIMMA;ADAMA FRANCE SAS;Générique;Professionnel;;;;nicosulfuron (Nicosulfuron) 40.0 g/L;Herbicide;Suspension concentrée;AUTORISE;;15/09/2008;9100438;MILAGRO;
PPP;9600123;TRIVAX;;CROMPTON UNIROYAL CHEMICAL REGISTRATIONS LTD UK;Produit de revente;;;;;carboxine (Carboxin) 198.0 g/L | thirame (Thiram) 198.0 g/L;;Suspension concentrée;RETIRE;15/06/2015;01/04/1996;9400148;VITAVAX ROUGE;
PPP;9200115;SEMEVAX;;CROMPTON UNIROYAL CHEMICAL REGISTRATIONS LTD UK;Deuxième gamme;;;;;carboxine (Carboxin) 198.0 g/L | thirame (Thiram) 198.0 g/L;;Liquide;RETIRE;15/06/2015;01/04/1992;8800011;VITAVAX 200FF;
PPP;9200193;PIRIGRAIN H 30;;COMPAGNIE GENERALE DES INSECTICIDES;Produit de référence;;;;;pirimiphos-méthyl (Pirimiphos-methyl) 30.0 g/L;Insecticide;Liquide;RETIRE;15/06/2015;01/10/1994;;;
PPP;8400539;FUNGAFLOR FUMIGENE;;CERTIS EUROPE BV;Produit de référence;;;;;imazalil (Imazalil) 15.0 %;Fongicide;Cartouche;RETIRE;15/06/2015;01/12/1986;;;
PPP;8300403;GALBEN M;;FMC CHEMICAL SPRL;Produit de référence;;;;;bénalaxyl (Benalaxyl) 6.0 % | mancozèbe (Mancozeb) 75.0 %;Fongicide;Poudre mouillable;RETIRE;19/06/2015;01/12/1983;;;
PPP;8100548;AZUFOR GAZON H;GREEN STAR 3;B.H.S;Produit de référence;;Emploi autorisé dans les jardins;;;2,4-D sel de diméthylamine (2,4-D) 0.2 % | dicamba sel de diméthylamine (Dicamba) 0.05 % | mécoprop sel de diméthylamine (Mecoprop) 0.35 %;Herbicide;Granulé;RETIRE;15/06/2015;01/12/1981;;;
PPP;9200248;GREEN TURF 2;;B.H.S;Produit de revente;;;;;dicamba sel de sodium et de potassium (Dicamba) 30.0 g/L | MCPA sels de sodium et de potassium (MCPA) 360.0 g/L;;Liquide;RETIRE;15/06/2015;01/10/1992;8400353;GREEN PELOUSE 2;
PPP;9400057;SOLIFOL;;BELCHIM CROP PROTECTION NV/SA;Produit de revente;;;;;folpel (Folpet) 50.0 %;;Poudre mouillable;RETIRE;15/06/2015;01/02/1994;7600632;FOLDOR BOUILLIE;
PPP;8700445;RIC DEBROUSSAILLANT 480;;PARFOR;Produit de revente;;;;;2,4-D ester de butyl glycol (2,4-D) 240.0 g/L | 2,4-D ester de butyl glycol (2,4-D) 240.0 g/L;Dévitalisation;Concentré émulsionnable;RETIRE;15/06/2015;01/10/1987;8300494;WEEDONE DEBROUSSAILLANT 2D;
PPP;7400096;ACTELLIC 2;;SOPRA;Produit de référence;;;;;pirimiphos-méthyl (Pirimiphos-methyl) 20.0 g/L;;Liquide;RETIRE;15/06/2015;01/12/1975;;;
PPP;2000243;DELTAFLAIR;;FAVORIA;Produit de revente;;;;;deltaméthrine (Deltamethrin) 2.5 %;Insecticide;Poudre mouillable;RETIRE;15/06/2015;09/06/2000;;;
PPP;7400177;DEBROUSSAILLANT GRANULE 3309;;NUFARM S.A;Produit de référence;;;;;piclorame sel de potassium (Picloram) 2.0 %;;Liquide fumigation;RETIRE;15/06/2015;01/12/1974;;;
PPP;9800321;CUBETRINE J;;SBM DEVELOPPEMENT;Produit de revente;;Emploi autorisé dans les jardins;;;cyperméthrine (Cypermethrin) 5.0 g/L;Insecticide;Emulsion de type aqueux;RETIRE;15/06/2015;01/10/1998;8500672;RIPCORD 0,5 EAT;
PPP;9500252;FOLFAL;;CMPA;Produit de revente;;;;;folpel (Folpet) 700.0 g/L;Fongicide;Liquide;RETIRE;15/06/2015;01/02/1996;7700741;RYL SPECIAL FLUIDE;
PPP;6700350;ROGOR PIPC 400;DANADIM PRO;ISAGRO SPA;Produit de référence;;;;;diméthoate (Dimethoate) 400.0 g/L;Insecticide;Liquide;RETIRE;16/06/2015;01/12/1967;;;
PPP;9000390;BETTER GRANULE;;PHYTEUROP;Deuxième gamme;;;;;chloridazone (Chloridazon) 64.0 %;;Granulé dispersable;RETIRE;16/06/2015;01/06/1990;7800057;PYRAPHYT;
PPP;2010583;TERALIE;;SARL POUR LA TERRE;Produit de revente;;;;;fosétyl (Fosetyl) 80.0 %;;Granulé dispersable;RETIRE;16/06/2015;07/12/2001;9600025;ALIETTE FLASH;
PPP;6900396;SEPPIC LIN;;TESSENDERLO GROUP;Produit de référence;;;;;lénacile (Lenacil) 53.3 % | linuron (Linuron) 16.7 %;Herbicide;Poudre mouillable;RETIRE;16/06/2015;01/12/1969;;;
PPP;8600622;VILMORIN LISERON B;;VILMORIN ANDRIEUX;Produit de référence;;Emploi autorisé dans les jardins;;;2,4-D sel d'amine (2,4-D) 100.0 g/L;;Liquide;RETIRE;16/06/2015;01/12/1986;;;
PPP;8500703;TAIREL M;;FMC CHEMICAL SPRL;Produit de référence;;;;;bénalaxyl (Benalaxyl) 6.0 % | mancozèbe (Mancozeb) 75.0 %;Fongicide;Poudre mouillable;RETIRE;19/06/2015;01/12/1985;;;
PPP;9000662;UMUPRO DESHERBANT GAZON TX;;Evergreen Garden Care France SAS;Produit de référence;;Emploi autorisé dans les jardins;;;dicamba sel de diméthylamine (Dicamba) 24.0 g/L | mécoprop-P (Mecoprop-P) 200.0 g/L | MCPA sel d'amine (MCPA) 100.0 g/L;Herbicide;Liquide;RETIRE;16/06/2015;01/02/1991;;;
PPP;2120171;ALIETTE GREEN;;BAYER SAS;Deuxième gamme;Professionnel;;;;fosétyl (Fosetyl) 800.0 g/kg;Fongicide;Granulé dispersable;AUTORISE;;15/10/2012;9600386;ALIETTE EV;
PPP;8600540;VITAVAX 390 F;;CROMPTON UNIROYAL CHEMICAL REGISTRATIONS LTD UK;Produit de référence;;;;;carboxine (Carboxin) 390.0 g/L;Fongicide;Suspension concentrée;RETIRE;29/06/2015;01/12/1987;;;
PPP;9600356;WEMBLEY 2000;;B.H.S;Deuxième gamme;;;;;dicamba sel de sodium et de potassium (Dicamba) 30.0 g/L | MCPA sels de sodium et de potassium (MCPA) 360.0 g/L;;Liquide;RETIRE;15/06/2015;01/10/1996;9200248;GREEN TURF 2;
PPP;2100214;PERTUS;DOGON | RUEDA;CHEMINOVA A/S;Produit de référence;Professionnel;;;;clomazone (Clomazone) 360.0 g/L;Herbicide;Suspension de capsules;AUTORISE;;15/11/2010;;;
PPP;2130079;TAKUMI;;NISSO CHEMICAL EUROPE GMBH;Produit de référence;Professionnel;;;;cyflufénamide (Cyflufenamid) 100.0 g/L;Fongicide;Suspension concentrée;AUTORISE;;15/05/2013;;;
PPP;2170336;LAOTTA EW;;LAINCO S.A.;Produit de référence;Professionnel;;;;abamectine (Abamectin) 18.0 g/L;Insecticide | Acaricide;Emulsion de type aqueux;AUTORISE;;12/06/2017;;;
PPP;2090065;VALIS F;GORILLA F | EMENDO F;BELCHIM CROP PROTECTION NV/SA;Produit de référence;Professionnel;;;;folpel (Folpet) 480.0 g/kg | valifénalate (Valifenalate) 60.0 g/kg;Fongicide;Granulé dispersable;AUTORISE;;27/07/2009;;;
PPP;2150128;CLOSE 360 CS;;GLOBACHEM NV;Produit de revente;Professionnel;;;;clomazone (Clomazone) 360.0 g/L;Herbicide;Suspension de capsules;AUTORISE;;16/06/2015;2140042;CLOMATE;
PPP;2100183;KANEMITE;WENO;CERTIS EUROPE BV;Produit de référence;Professionnel;;;;acéquinocyle (Acequinocyl) 164.0 g/L;Acaricide;Suspension concentrée;AUTORISE;;01/09/2010;;;
PPP;9900384;TRAITAM SOL;;TAMINCO BV;Deuxième gamme;Professionnel;;;;métam (Metam) 510.0 g/L;ND | Fongicide;Concentré soluble;RETIRE;20/12/2018;29/06/2017;;;
PPP;2180899;CURAME BORDEAUX;;MANICA S.P.A.;Produit de référence;Professionnel;;;;cuivre (Copper compounds) 150.0 g/kg | cymoxanil (Cymoxanil) 24.0 g/kg;Fongicide;Poudre mouillable;AUTORISE;;28/12/2018;;;
PPP;2190272;SUGOBY;;LAINCO SA;Produit de référence;Professionnel;;;;krésoxime-méthyle (Kresoxim-methyl) 500.0 g/kg;Fongicide;Granulé dispersable;AUTORISE;;04/07/2019;;;
PPP;2190270;QUIMERA;;INDUSTRIAS AFRASA S.A.;Produit de référence;Professionnel;;;;krésoxime-méthyle (Kresoxim-methyl) 500.0 g/kg;Fongicide;Granulé dispersable;AUTORISE;;04/07/2019;;;
PPP;2190115;KILATE;;LAINCO S.A.;Produit de référence;Professionnel;;;;fosétyl d'aluminium (Fosetyl) 800.0 g/kg;Fongicide;Poudre mouillable;AUTORISE;;21/03/2019;;;
PPP;2170335;APACHE EW;;INDUSTRIAS AFRASA S.A.;Produit de référence;Professionnel;;;;abamectine (Abamectin) 18.0 g/L;Insecticide | Acaricide;Emulsion de type aqueux;AUTORISE;;12/06/2017;;;
PPP;2160115;HERBISTOP SPRAY;STOP'HERBE RTU;COMPO FRANCE SAS;Produit de référence;Amateur / emploi autorisé dans les jardins;Liste biocontrôle | Emploi autorisé dans les jardins;;;acide pelargonique (Fatty acids) 30.99 g/L;Herbicide;Autre liquide;AUTORISE;;09/03/2016;;;
