"","SA_CodeCAS","SA_Libelle","SA_PNEC","source","mise_a_jour","SA_Statut"
"1362","13181-17-4","Bromofenoxim",NA,"EPHY",NA,"NON_INSCRITE"
"1363","127-20-8","Dalapon",NA,"EPHY",NA,"NON_INSCRITE"
"1364","53780-34-0","Mefluidide",NA,"EPHY",NA,"NON_INSCRITE"
"1365","","HBTA (high boiling tar acid)",NA,"EPHY",NA,"NON_INSCRITE"
"1366","","DDT",NA,"EPHY",NA,"NON_INSCRITE"
"1367","","Fenobucarbe",NA,"EPHY",NA,"NON_INSCRITE"
"1368","","Alcool polyvinylique",NA,"EPHY",NA,"AUTRE_CAS"
"1369","","Prothiofos",NA,"EPHY",NA,"NON_INSCRITE"
"1370","","Azocyclotin",NA,"EPHY",NA,"NON_INSCRITE"
"1371","","Seconal",NA,"EPHY",NA,"NON_INSCRITE"
"1372","19937-59-8","Metoxuron",NA,"EPHY",NA,"NON_INSCRITE"
"1373","112143-82-5","Triazamate",NA,"EPHY",NA,"NON_INSCRITE"
"1374","","Aldimorph",NA,"EPHY",NA,"NON_INSCRITE"
"1375","18181-70-9","Iodofenphos",NA,"EPHY",NA,"NON_INSCRITE"
"1376","","Calcium chloride",NA,"EPHY",NA,"NON_INSCRITE"
"1377","22212-55-1","Benzoylprop",NA,"EPHY",NA,"NON_INSCRITE"
"1378","","Ethyloleathe",NA,"EPHY",NA,"AUTRE_CAS"
"1379","25366-23-8","Thiazafluron",NA,"EPHY",NA,"NON_INSCRITE"
"1380","","Resines",NA,"EPHY",NA,"NON_INSCRITE"
"1381","","colorant bleu brillant (acid blue 9)",NA,"EPHY",NA,"AUTRE_CAS"
"1382","69806-34-4 | 72619-32-0","Haloxyfop",NA,"EPHY",NA,"NON_INSCRITE"
"1383","","Carpropamid",NA,"EPHY",NA,"NON_INSCRITE"
"1384","555-37-3","Neburon",NA,"EPHY",NA,"NON_INSCRITE"
"1385","","Nonylphenol ether polyoxyethyleneglycol",NA,"EPHY",NA,"NON_INSCRITE"
"1386","7085-19-0","Mecoprop",NA,"EPHY",NA,"NON_INSCRITE"
"1387","","trichoderma asperellum strain T34",NA,"EPHY",NA,"INSCRITE"
"1388","","7,8-Epoxi-2-methyl-octadecane",NA,"EPHY",NA,"NON_INSCRITE"
"1389","","Repellents: Fatty acids, fish oil",NA,"EPHY",NA,"NON_INSCRITE"
"1390","","Methyl-trans-6-nonenoate",NA,"EPHY",NA,"NON_INSCRITE"
"1391","","Phosphate d'ammonium",NA,"EPHY",NA,"AUTRE_CAS"
"1392","1982-49-6","Siduron",NA,"EPHY",NA,"NON_INSCRITE"
"1393","","Monocarbamide-dihydrogensulphate",NA,"EPHY",NA,"NON_INSCRITE"
"1394","","Trans-6-Nonen-1-ol",NA,"EPHY",NA,"NON_INSCRITE"
"1395","","Iprobenfos",NA,"EPHY",NA,"NON_INSCRITE"
"1396","","Cresyl",NA,"EPHY",NA,"NON_INSCRITE"
"1397","","Propionic acid",NA,"EPHY",NA,"NON_INSCRITE"
"1398","55285-14-8","Carbosulfan",NA,"EPHY",NA,"NON_INSCRITE"
"1399","","Huile vegetale",NA,"EPHY",NA,"AUTRE_CAS"
"1400","","Bronopol",NA,"EPHY",NA,"NON_INSCRITE"
"1401","","Methylenebisthiocyanate",NA,"EPHY",NA,"NON_INSCRITE"
"1402","82697-71-0","Clofencet",NA,"EPHY",NA,"NON_INSCRITE"
"1403","","Novaluron",NA,"EPHY",NA,"NON_INSCRITE"
"1404","","Alcools terpeniques",NA,"EPHY",NA,"AUTRE_CAS"
"1405","","Allyl alcohol",NA,"EPHY",NA,"NON_INSCRITE"
"1406","62476-59-9","Acifluorfen",NA,"EPHY",NA,"NON_INSCRITE"
"1407","22248-79-9","Tetrachlorvinphos",NA,"EPHY",NA,"NON_INSCRITE"
"1408","","Dicrotophos",NA,"EPHY",NA,"NON_INSCRITE"
"1409","66841-25-6","Tralomethrin",NA,"EPHY",NA,"NON_INSCRITE"
"1410","29973-13-5","Ethiofencarb",NA,"EPHY",NA,"NON_INSCRITE"
"1411","","Dinitramine",NA,"EPHY",NA,"NON_INSCRITE"
"1412","","Neodiprion sertifer nuclear polyhedrosis virus",NA,"EPHY",NA,"NON_INSCRITE"
"1413","","4-Chloro-3-methylphenol",NA,"EPHY",NA,"NON_INSCRITE"
"1414","12771-68-5","Ancymidol",NA,"EPHY",NA,"NON_INSCRITE"
"1415","50-14-6","Calciferol",NA,"EPHY",NA,"NON_INSCRITE"
"1416","","7-Methyl-3-methylene-7-  -octene-1-yl-propionate",NA,"EPHY",NA,"NON_INSCRITE"
"1417","301-12-2","Oxydemeton-methyl",NA,"EPHY",NA,"NON_INSCRITE"
"1418","","Barium polysulphide",NA,"EPHY",NA,"NON_INSCRITE"
"1419","","Allethrin",NA,"EPHY",NA,"NON_INSCRITE"
"1420","33693-04-8","Terbumeton",NA,"EPHY",NA,"NON_INSCRITE"
"1421","","Gamma-HCH",NA,"EPHY",NA,"NON_INSCRITE"
"1422","81334-34-1","Imazapyr",NA,"EPHY",NA,"NON_INSCRITE"
"1423","120-36-5","Dichlorprop",NA,"EPHY",NA,"NON_INSCRITE"
"1424","","2,6,6-Trimethylbicyclo(3.1.1)hept-2-en-4-ol",NA,"EPHY",NA,"NON_INSCRITE"
"1425","","Sodium p-t-amylphenate",NA,"EPHY",NA,"NON_INSCRITE"
"1426","","Serricornin",NA,"EPHY",NA,"NON_INSCRITE"
"1427","","Octhilinone",NA,"EPHY",NA,"NON_INSCRITE"
"1428","","Plant oils / Coconut oil",NA,"EPHY",NA,"NON_INSCRITE"
"1429","39300-45-3","Dinocap",NA,"EPHY",NA,"NON_INSCRITE"
"1430","59669-26-0","Thiodicarb",NA,"EPHY",NA,"NON_INSCRITE"
"1431","","Asphalts",NA,"EPHY",NA,"NON_INSCRITE"
"1432","","Plant oils / Gaiac Wood oil",NA,"EPHY",NA,"NON_INSCRITE"
"1433","","Diethatyl (-ethyl)",NA,"EPHY",NA,"NON_INSCRITE"
"1434","3691-35-8","Chlorophacinone",NA,"EPHY",NA,"NON_INSCRITE"
"1435","38260-54-7","Etrimfos",NA,"EPHY",NA,"NON_INSCRITE"
"1436","7786-34-7","Mevinphos",NA,"EPHY",NA,"NON_INSCRITE"
"1437","","Plant oils / Soya oil",NA,"EPHY",NA,"NON_INSCRITE"
"1438","","Lecithine de soja",NA,"EPHY",NA,"AUTRE_CAS"
"1439","72459-58-6","Triazoxide",NA,"EPHY",NA,"INSCRITE"
"1440","298-02-2","Phorate",NA,"EPHY",NA,"NON_INSCRITE"
"1441","","Sodium dioctyl sulfosuccinate",NA,"EPHY",NA,"NON_INSCRITE"
"1442","76714-88-0","Diniconazole",NA,"EPHY",NA,"NON_INSCRITE"
"1443","","Sebacic acid",NA,"EPHY",NA,"NON_INSCRITE"
"1444","1861-32-1","Chlorthal-dimethyl",NA,"EPHY",NA,"NON_INSCRITE"
"1445","117-80-6","Dichlone",NA,"EPHY",NA,"NON_INSCRITE"
"1446","","Merphos",NA,"EPHY",NA,"NON_INSCRITE"
"1447","88-85-7 | 1420-07-1","Dinoseb",NA,"EPHY",NA,"NON_INSCRITE"
"1448","","Alkyltrimethyl ammonium chloride",NA,"EPHY",NA,"NON_INSCRITE"
"1449","","Methanol",NA,"EPHY",NA,"AUTRE_CAS"
"1450","","Cumylphenol",NA,"EPHY",NA,"NON_INSCRITE"
"1451","","Huile de pin",NA,"EPHY",NA,"AUTRE_CAS"
"1452","119126-15-7","Flupoxam",NA,"EPHY",NA,"NON_INSCRITE"
"1453","2310-17-0","Phosalone",NA,"EPHY",NA,"NON_INSCRITE"
"1454","","Pherodim",NA,"EPHY",NA,"NON_INSCRITE"
"1455","","Nerolidol",NA,"EPHY",NA,"NON_INSCRITE"
"1456","300-76-5","Naled",NA,"EPHY",NA,"NON_INSCRITE"
"1457","","Captafol",NA,"EPHY",NA,"NON_INSCRITE"
"1458","","Aziprotryne",NA,"EPHY",NA,"NON_INSCRITE"
"1459","13457-18-6","Pyrazophos",NA,"EPHY",NA,"NON_INSCRITE"
"1460","","Flucarbazone-sodium",NA,"EPHY",NA,"NON_INSCRITE"
"1461","","Cyprofuram",NA,"EPHY",NA,"NON_INSCRITE"
"1462","","Monuron",NA,"EPHY",NA,"NON_INSCRITE"
"1463","25311-71-1","Isofenphos",NA,"EPHY",NA,"NON_INSCRITE"
"1464","","Dinotefuran",NA,"EPHY",NA,"NON_INSCRITE"
"1465","5902-51-2","Terbacil",NA,"EPHY",NA,"NON_INSCRITE"
"1466","","p-Chloronitrobenzene",NA,"EPHY",NA,"NON_INSCRITE"
"1467","32809-16-8","Procymidone",NA,"EPHY",NA,"NON_INSCRITE"
"1468","","Chloral-bis-acylal",NA,"EPHY",NA,"NON_INSCRITE"
"1469","1582-09-8","Trifluralin",NA,"EPHY",NA,"NON_INSCRITE"
"1470","15310-01-7","Benodanil",NA,"EPHY",NA,"NON_INSCRITE"
"1471","","Streptomycin",NA,"EPHY",NA,"NON_INSCRITE"
"1472","34256-82-1","Acetochlor",NA,"EPHY",NA,"NON_INSCRITE"
"1473","","Soybean extract",NA,"EPHY",NA,"NON_INSCRITE"
"1474","","Dodecanol",NA,"EPHY",NA,"INSCRITE"
"1475","","2-Methoxypropan-2-ol",NA,"EPHY",NA,"NON_INSCRITE"
"1476","34205-21-5","Dimefuron",NA,"EPHY",NA,"NON_INSCRITE"
"1477","","2-Hydroxyethyl butyl sulfide",NA,"EPHY",NA,"NON_INSCRITE"
"1478","","Pebulate",NA,"EPHY",NA,"NON_INSCRITE"
"1479","","Thiourea",NA,"EPHY",NA,"NON_INSCRITE"
"1480","","Tiocarbazil",NA,"EPHY",NA,"NON_INSCRITE"
"1481","","Plant oils / Citronellol",NA,"EPHY",NA,"NON_INSCRITE"
"1482","","Kinoprene",NA,"EPHY",NA,"NON_INSCRITE"
"1483","","Tricalcium phosphate",NA,"EPHY",NA,"NON_INSCRITE"
"1484","","Aluminosilicate de potassium",NA,"EPHY",NA,"AUTRE_CAS"
"1485","63284-71-9","Nuarimol",NA,"EPHY",NA,"NON_INSCRITE"
"1486","","Silver nitrate",NA,"EPHY",NA,"NON_INSCRITE"
"1487","","Polymere acrylique",NA,"EPHY",NA,"AUTRE_CAS"
"1488","","Chlordecone",NA,"EPHY",NA,"NON_INSCRITE"
"1489","","1,1-dichloro-2,2-bis (4-éthyl-phényl)-éthane",NA,"EPHY",NA,"NON_INSCRITE"
"1490","","Lanolin",NA,"EPHY",NA,"NON_INSCRITE"
"1491","","Ammonium carbonate",NA,"EPHY",NA,"NON_INSCRITE"
"1492","","Fenchlorphos",NA,"EPHY",NA,"NON_INSCRITE"
"1493","","Extract from Equisetum",NA,"EPHY",NA,"INSCRITE"
"1494","","Diphenamid",NA,"EPHY",NA,"NON_INSCRITE"
"1495","","Alkyl phenol oxyethylene",NA,"EPHY",NA,"AUTRE_CAS"
"1496","","Tetramethrin",NA,"EPHY",NA,"NON_INSCRITE"
"1497","","2-(dithiocyanomethylthio)-benzothiazol",NA,"EPHY",NA,"NON_INSCRITE"
"1498","","Di-1-p menthene",NA,"EPHY",NA,"NON_INSCRITE"
"1499","","Quarternary ammonium compounds",NA,"EPHY",NA,"NON_INSCRITE"
"1500","101463-69-8","Flufenoxuron",NA,"EPHY",NA,"NON_INSCRITE"
"1501","2275-23-2","Vamidothion",NA,"EPHY",NA,"NON_INSCRITE"
"1502","","Sodium p-t-amylphenoxide",NA,"EPHY",NA,"NON_INSCRITE"
"1503","","Fleur de chaux (chaux eteinte)",NA,"EPHY",NA,"AUTRE_CAS"
"1504","15972-60-8","Alachlor",NA,"EPHY",NA,"NON_INSCRITE"
"1505","1563-66-2","Carbofuran",NA,"EPHY",NA,"NON_INSCRITE"
"1506","","Ester Sulfurique Alcools et Acides Gras Sulfones",NA,"EPHY",NA,"AUTRE_CAS"
"1507","","Sodium tetrathiocarbamate",NA,"EPHY",NA,"NON_INSCRITE"
"1508","","Sodium dichlorophenate",NA,"EPHY",NA,"NON_INSCRITE"
"1509","","Chlorfenprop",NA,"EPHY",NA,"NON_INSCRITE"
"1510","","Agrotis segetum granulosis virus",NA,"EPHY",NA,"NON_INSCRITE"
"1511","","Trioxymethylen",NA,"EPHY",NA,"NON_INSCRITE"
"1512","","Triazophos",NA,"EPHY",NA,"NON_INSCRITE"
"1513","","Terpinolene",NA,"EPHY",NA,"NON_INSCRITE"
"1514","","Heptachlore",NA,"EPHY",NA,"NON_INSCRITE"
"1515","","Butoxycarboxim",NA,"EPHY",NA,"NON_INSCRITE"
"1516","116-06-3","Aldicarb",NA,"EPHY",NA,"NON_INSCRITE"
"1517","","Primisulfuron",NA,"EPHY",NA,"NON_INSCRITE"
"1518","","Poix extrait de résine de pin",NA,"EPHY",NA,"AUTRE_CAS"
"1519","122-42-9","Propham",NA,"EPHY",NA,"NON_INSCRITE"
"1520","","Aviglycine HCL",NA,"EPHY",NA,"NON_INSCRITE"
"1521","","Triazbutyl",NA,"EPHY",NA,"NON_INSCRITE"
"1522","","Lauryldimethylbenzylammonium chloride",NA,"EPHY",NA,"NON_INSCRITE"
"1523","37893-02-0","Flubenzimine",NA,"EPHY",NA,"NON_INSCRITE"
"1524","15879-93-3","Chloralose",NA,"EPHY",NA,"NON_INSCRITE"
"1525","","Lineatin",NA,"EPHY",NA,"NON_INSCRITE"
"1526","","Mephospholan",NA,"EPHY",NA,"NON_INSCRITE"
"1527","51235-04-2","Hexazinone",NA,"EPHY",NA,"NON_INSCRITE"
"1528","","Ethanethiol",NA,"EPHY",NA,"NON_INSCRITE"
"1529","","Polyoxin",NA,"EPHY",NA,"NON_INSCRITE"
"1530","","Pirimiphos-ethyl",NA,"EPHY",NA,"NON_INSCRITE"
"1531","","Propoxur",NA,"EPHY",NA,"NON_INSCRITE"
"1532","","Dimethenamid",NA,"EPHY",NA,"NON_INSCRITE"
"1533","","Sulfentrazone",NA,"EPHY",NA,"NON_INSCRITE"
"1534","","Fatty acids / Isobutyric acid",NA,"EPHY",NA,"NON_INSCRITE"
"1535","","Brofenprox",NA,"EPHY",NA,"NON_INSCRITE"
"1536","101-05-3","Anilazine",NA,"EPHY",NA,"NON_INSCRITE"
"1537","58810-48-3","Ofurace",NA,"EPHY",NA,"NON_INSCRITE"
"1538","","Milk albumin",NA,"EPHY",NA,"NON_INSCRITE"
"1539","","Conifer needle powder",NA,"EPHY",NA,"NON_INSCRITE"
"1540","","Peracetic acid",NA,"EPHY",NA,"NON_INSCRITE"
"1541","507-60-8","Scilliroside",NA,"EPHY",NA,"NON_INSCRITE"
"1542","72391-46-9","Chlozolinate",NA,"EPHY",NA,"NON_INSCRITE"
"1543","2540-82-1","Formothion",NA,"EPHY",NA,"NON_INSCRITE"
"1544","944-22-9","Fonofos",NA,"EPHY",NA,"NON_INSCRITE"
"1545","","Aschersonia aleyrodis",NA,"EPHY",NA,"NON_INSCRITE"
"1546","97-17-6","Dichlofenthion",NA,"EPHY",NA,"NON_INSCRITE"
"1547","","Uniconazole",NA,"EPHY",NA,"NON_INSCRITE"
"1548","","Dioctyldimethyl ammonium chloride",NA,"EPHY",NA,"NON_INSCRITE"
"1549","","Huile de petrole",NA,"EPHY",NA,"AUTRE_CAS"
"1550","","Phenols",NA,"EPHY",NA,"NON_INSCRITE"
"1551","34014-18-1","Tebuthiuron",NA,"EPHY",NA,"NON_INSCRITE"
"1552","66003-55-2","Alloxydim",NA,"EPHY",NA,"NON_INSCRITE"
"1553","91-53-2","Ethoxyquin",NA,"EPHY",NA,"NON_INSCRITE"
"1554","","Amines grasses de suif ethoxylees",NA,"EPHY",NA,"AUTRE_CAS"
"1555","","Ammonium sulphate",NA,"EPHY",NA,"NON_INSCRITE"
"1556","35256-85-0","Tebutam",NA,"EPHY",NA,"NON_INSCRITE"
"1557","","Alkyldimethylbenzyl ammonium chloride",NA,"EPHY",NA,"NON_INSCRITE"
"1558","","Hydroxy-MCPA",NA,"EPHY",NA,"NON_INSCRITE"
"1559","33629-47-9","Butralin",NA,"EPHY",NA,"NON_INSCRITE"
"1560","","Folic acid",NA,"EPHY",NA,"NON_INSCRITE"
"1561","","Potassium thiocyanate",NA,"EPHY",NA,"NON_INSCRITE"
"1562","","Repellent (by taste) of vegetal and animal origin/",NA,"EPHY",NA,"NON_INSCRITE"
"1563","","Dinobuton",NA,"EPHY",NA,"NON_INSCRITE"
"1564","","Butachlor",NA,"EPHY",NA,"NON_INSCRITE"
"1565","2227-13-6","Tetrasul",NA,"EPHY",NA,"NON_INSCRITE"
"1566","18181-80-1","Bromopropylate",NA,"EPHY",NA,"NON_INSCRITE"
"1567","29104-30-1","Benzoximate",NA,"EPHY",NA,"NON_INSCRITE"
"1568","84-65-1","Anthraquinone",NA,"EPHY",NA,"NON_INSCRITE"
"1569","","Plant oils / Peanut oil",NA,"EPHY",NA,"NON_INSCRITE"
"1570","","Sodium tetrathiocarbonate",NA,"EPHY",NA,"NON_INSCRITE"
"1571","83-79-4","Rotenone",NA,"EPHY",NA,"NON_INSCRITE"
"1572","","Isoprothiolane",NA,"EPHY",NA,"NON_INSCRITE"
"1573","23564-06-9","Thiophanate (ethyl)",NA,"EPHY",NA,"NON_INSCRITE"
"1574","","Hexaflumuron",NA,"EPHY",NA,"NON_INSCRITE"
"1575","","Polymeres d'hydrocarbures",NA,"EPHY",NA,"AUTRE_CAS"
"1576","","Garlic pulp",NA,"EPHY",NA,"NON_INSCRITE"
"1577","","Aramite",NA,"EPHY",NA,"NON_INSCRITE"
"1578","","Trietazine",NA,"EPHY",NA,"NON_INSCRITE"
"1579","","Plant oils / Pinus oil",NA,"EPHY",NA,"NON_INSCRITE"
"1580","62-73-7","Dichlorvos",NA,"EPHY",NA,"NON_INSCRITE"
"1581","","Butocarboxim",NA,"EPHY",NA,"NON_INSCRITE"
"1582","","1,3-Diphenyl urea",NA,"EPHY",NA,"NON_INSCRITE"
"1583","","Hexamethylene tetramine (urotropin)",NA,"EPHY",NA,"NON_INSCRITE"
"1584","","Fatty acids / Isovaleric acid",NA,"EPHY",NA,"NON_INSCRITE"
"1585","","Phenothrin",NA,"EPHY",NA,"NON_INSCRITE"
"1586","","lepimectin",NA,"EPHY",NA,"NON_INSCRITE"
"1587","50-00-0","Formaldehyde",NA,"EPHY",NA,"NON_INSCRITE"
"1588","","2-Methoxypropan-1-ol",NA,"EPHY",NA,"NON_INSCRITE"
"1589","","Dimethirimol",NA,"EPHY",NA,"NON_INSCRITE"
"1590","","2-Benzyl-4-chlorophenol",NA,"EPHY",NA,"NON_INSCRITE"
"1591","57646-30-7","Furalaxyl",NA,"EPHY",NA,"NON_INSCRITE"
"1592","","2-Naphthyloxyacetic acid",NA,"EPHY",NA,"NON_INSCRITE"
"1593","","Polyisobutene",NA,"EPHY",NA,"AUTRE_CAS"
"1594","","Flumetsulam",NA,"EPHY",NA,"NON_INSCRITE"
"1595","","Delta-endotoxin of Bacillus thuringiensis",NA,"EPHY",NA,"NON_INSCRITE"
"1596","","Mefenacet",NA,"EPHY",NA,"NON_INSCRITE"
"1597","","Ammonium sulphamate",NA,"EPHY",NA,"NON_INSCRITE"
"1598","","Cetrimide",NA,"EPHY",NA,"NON_INSCRITE"
"1599","2104-96-3","Bromophos",NA,"EPHY",NA,"NON_INSCRITE"
"1600","","Cinnamaldehyde",NA,"EPHY",NA,"NON_INSCRITE"
"1601","","1,2-dibromoethane",NA,"EPHY",NA,"NON_INSCRITE"
"1602","66441-23-4 | 71283-80-2","Fenoxaprop",NA,"EPHY",NA,"NON_INSCRITE"
"1603","","Coumafuryl",NA,"EPHY",NA,"NON_INSCRITE"
"1604","122-88-3","4-CPA",NA,"EPHY",NA,"NON_INSCRITE"
"1605","","Chlorophylline",NA,"EPHY",NA,"NON_INSCRITE"
"1606","","Strychnine",NA,"EPHY",NA,"NON_INSCRITE"
"1607","","Farnesol",NA,"EPHY",NA,"NON_INSCRITE"
"1608","","Iron pyrophosphate",NA,"EPHY",NA,"NON_INSCRITE"
"1609","3383-96-8","Temephos",NA,"EPHY",NA,"NON_INSCRITE"
"1610","69806-50-4","Fluazifop",NA,"EPHY",NA,"NON_INSCRITE"
"1611","","DADZ (zinc-dimethylditiocarbamate)",NA,"EPHY",NA,"NON_INSCRITE"
"1612","","2-Mercaptobenzothiazole",NA,"EPHY",NA,"NON_INSCRITE"
"1613","","MSMA (methyl arsonic acid)",NA,"EPHY",NA,"NON_INSCRITE"
"1614","","Choline chloride",NA,"EPHY",NA,"NON_INSCRITE"
"1615","","Pyroquilone",NA,"EPHY",NA,"NON_INSCRITE"
"1616","56-38-2","Parathion",NA,"EPHY",NA,"NON_INSCRITE"
"1617","6923-22-4","Monocrotophos",NA,"EPHY",NA,"NON_INSCRITE"
"1618","834-12-8","Ametryn",NA,"EPHY",NA,"NON_INSCRITE"
"1619","","Agrobacterium radiobacter K 84",NA,"EPHY",NA,"NON_INSCRITE"
"1620","52756-25-9 | 57 973-67-8","Flamprop",NA,"EPHY",NA,"NON_INSCRITE"
"1621","","Chlorfenapyr",NA,"EPHY",NA,"NON_INSCRITE"
"1622","","Dieldrine",NA,"EPHY",NA,"NON_INSCRITE"
"1623","","Dimethyl polysiloxane",NA,"EPHY",NA,"AUTRE_CAS"
"1624","","Sulprofos",NA,"EPHY",NA,"NON_INSCRITE"
"1625","","Octylphenol octaglycol ether",NA,"EPHY",NA,"AUTRE_CAS"
"1626","","Sodium fluosilicate",NA,"EPHY",NA,"NON_INSCRITE"
"1627","534-52-1","DNOC",NA,"EPHY",NA,"NON_INSCRITE"
"1628","","Alpha oleine sulfonate de sodium",NA,"EPHY",NA,"AUTRE_CAS"
"1629","","Acridinic bases",NA,"EPHY",NA,"NON_INSCRITE"
"1630","1014-69-3","Desmetryne",NA,"EPHY",NA,"NON_INSCRITE"
"1631","","Sulphuric acid",NA,"EPHY",NA,"NON_INSCRITE"
"1632","","Gomme manille",NA,"EPHY",NA,"AUTRE_CAS"
"1633","","Paraformaldehyde",NA,"EPHY",NA,"NON_INSCRITE"
"1634","2275-18-5","Prothoate",NA,"EPHY",NA,"NON_INSCRITE"
"1635","","Polybutene",NA,"EPHY",NA,"AUTRE_CAS"
"1636","","Benzthiazuron",NA,"EPHY",NA,"NON_INSCRITE"
"1637","","Bacillus sphaericus",NA,"EPHY",NA,"NON_INSCRITE"
"1638","4824-78-6","Bromophos-ethyl",NA,"EPHY",NA,"NON_INSCRITE"
"1639","97-23-4 | 97-23-4","Dichlorophen",NA,"EPHY",NA,"NON_INSCRITE"
"1640","5131-24-8","Ditalimfos",NA,"EPHY",NA,"NON_INSCRITE"
"1641","70124-77-5","Flucythrinate",NA,"EPHY",NA,"NON_INSCRITE"
"1642","116-29-0","Tetradifon",NA,"EPHY",NA,"NON_INSCRITE"
"1643","10605-21-7","Carbendazim",NA,"EPHY",NA,"NON_INSCRITE"
"1644","","Thidiazuron",NA,"EPHY",NA,"NON_INSCRITE"
"1645","24934-91-6","Chlormephos",NA,"EPHY",NA,"NON_INSCRITE"
"1646","115044-19-4","Guazatine",NA,"EPHY",NA,"NON_INSCRITE"
