numero AMM;nom produit;Libellé court;Libellé long;
2170335;APACHE EW;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2170335;APACHE EW;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2170335;APACHE EW;AT;Mention d'avertissement : Attention;
2160115;HERBISTOP SPRAY;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2160115;HERBISTOP SPRAY;AT;Mention d'avertissement : Attention;
7400649;AMID THIN W;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
9600488;APPAT VERS GRIS C;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2190019;FREQUENT;C1;Danger par aspiration - Catégorie 1;
2190019;FREQUENT;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2190019;FREQUENT;C2;Toxiques pour la reproduction - Catégorie 2;
2190019;FREQUENT;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2190019;FREQUENT;DA;Mention d'avertissement : Danger;
2170042;GLIFOPEC 450 SL;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2170042;GLIFOPEC 450 SL;AA;Pas de mention d'avertissement;
2171306;RLG 385;TCC3;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;
2130092;OBERON;C1;Sensibilisants cutanés - Catégorie 1;
2130092;OBERON;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2130092;OBERON;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2130092;OBERON;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2130092;OBERON;DA;Mention d'avertissement : Danger;
9800364;RAPSOL;C2;Cancérogénicité - Catégorie 2;
9800364;RAPSOL;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9800364;RAPSOL;AT;Mention d'avertissement : Attention;
2140004;SYLVINET SC;C2;Cancérogénicité - Catégorie 2;
2140004;SYLVINET SC;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2140004;SYLVINET SC;AT;Mention d'avertissement : Attention;
9600022;ALPHASIS EV;C1;Danger par aspiration - Catégorie 1;
9600022;ALPHASIS EV;TCC3;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;
9600022;ALPHASIS EV;DA;Mention d'avertissement : Danger;
2120210;OPAL SL;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2120210;OPAL SL;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2120210;OPAL SL;AT;Mention d'avertissement : Attention;
2150007;ALTIPLANO DAM TEC;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2150007;ALTIPLANO DAM TEC;AT;Mention d'avertissement : Attention;
8700444;CIP;Sc;Sensibilisation cutanée;
8700444;CIP;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
8700444;CIP;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
8700444;CIP;C2;Cancérogénicité - Catégorie 2;
8700444;CIP;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
8700444;CIP;Asp, cat 1;Danger par aspiration, catégorie 1;
8700444;CIP;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
8700444;CIP;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
9700343;MARQUIS;C4;Toxicité aiguë par voie orale - Catégorie 4;
9700343;MARQUIS;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9700343;MARQUIS;AT;Mention d'avertissement : Attention;
2180124;REDIGO M;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2180124;REDIGO M;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2180124;REDIGO M;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2180124;REDIGO M;AT;Mention d'avertissement : Attention;
2190170;ZEDIX 360 CS;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2190170;ZEDIX 360 CS;AT;Mention d'avertissement : Attention;
2000101;ANTIGERME BRABANT 300 HN;C1;Danger par aspiration - Catégorie 1;
2000101;ANTIGERME BRABANT 300 HN;C1SCA;Sensibilisants respiratoires - Catégorie 1 sous-catégorie A;
2000101;ANTIGERME BRABANT 300 HN;C2;Cancérogénicité - Catégorie 2;
2000101;ANTIGERME BRABANT 300 HN;C1A;Corrosion cutanée/irritation cutanée - Catégories 1A;
2000101;ANTIGERME BRABANT 300 HN;DA;Mention d'avertissement : Danger;
2160273;ANTIGERME BRABANT 600 ULTRA;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2160273;ANTIGERME BRABANT 600 ULTRA;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2160273;ANTIGERME BRABANT 600 ULTRA;C1;Sensibilisants cutanés - Catégorie 1;
2160273;ANTIGERME BRABANT 600 ULTRA;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2160273;ANTIGERME BRABANT 600 ULTRA;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2160273;ANTIGERME BRABANT 600 ULTRA;C2;Cancérogénicité - Catégorie 2;
2160273;ANTIGERME BRABANT 600 ULTRA;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
2160273;ANTIGERME BRABANT 600 ULTRA;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2160273;ANTIGERME BRABANT 600 ULTRA;DA;Mention d'avertissement : Danger;
8300214;CHLORISYL CP;C1;Danger par aspiration - Catégorie 1;
8300214;CHLORISYL CP;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
8300214;CHLORISYL CP;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
8300214;CHLORISYL CP;C1;Sensibilisants cutanés - Catégorie 1;
8300214;CHLORISYL CP;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
8300214;CHLORISYL CP;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
8300214;CHLORISYL CP;C2;Cancérogénicité - Catégorie 2;
8300214;CHLORISYL CP;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
8300214;CHLORISYL CP;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
8300214;CHLORISYL CP;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
8300214;CHLORISYL CP;DA;Mention d'avertissement : Danger;
2000219;FOGSTRAL S;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2000219;FOGSTRAL S;C1;Sensibilisants cutanés - Catégorie 1;
2000219;FOGSTRAL S;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2000219;FOGSTRAL S;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2000219;FOGSTRAL S;C2;Cancérogénicité - Catégorie 2;
2000219;FOGSTRAL S;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
2000219;FOGSTRAL S;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2000219;FOGSTRAL S;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
2000219;FOGSTRAL S;DA;Mention d'avertissement : Danger;
2090179;GRO-STOP FOG;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2090179;GRO-STOP FOG;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2090179;GRO-STOP FOG;C2;Cancérogénicité - Catégorie 2;
2090179;GRO-STOP FOG;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
2090179;GRO-STOP FOG;TCC3;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;
2090179;GRO-STOP FOG;AT;Mention d'avertissement : Attention;
2140092;GRO-STOP MAX;C1;Sensibilisants cutanés - Catégorie 1;
2140092;GRO-STOP MAX;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2140092;GRO-STOP MAX;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2140092;GRO-STOP MAX;C2;Cancérogénicité - Catégorie 2;
2140092;GRO-STOP MAX;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
2140092;GRO-STOP MAX;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2140092;GRO-STOP MAX;DA;Mention d'avertissement : Danger;
2100208;GRO-STOP READY;C2;Cancérogénicité - Catégorie 2;
2100208;GRO-STOP READY;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
2100208;GRO-STOP READY;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2100208;GRO-STOP READY;AT;Mention d'avertissement : Attention;
8900388;NEO CONSERVIET LIQUIDE 300;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
8900388;NEO CONSERVIET LIQUIDE 300;C1;Sensibilisants cutanés - Catégorie 1;
8900388;NEO CONSERVIET LIQUIDE 300;C2;Cancérogénicité - Catégorie 2;
8900388;NEO CONSERVIET LIQUIDE 300;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
8900388;NEO CONSERVIET LIQUIDE 300;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
8900388;NEO CONSERVIET LIQUIDE 300;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
8900388;NEO CONSERVIET LIQUIDE 300;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : irritation des voies respiratoires;
8900388;NEO CONSERVIET LIQUIDE 300;AT;Mention d'avertissement : Attention;
7500071;NEOCONSERVIET;C2;Cancérogénicité - Catégorie 2;
7500071;NEOCONSERVIET;TCC3;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;
7500071;NEOCONSERVIET;AT;Mention d'avertissement : Attention;
2090180;NEO-STOP L500 HN;C2;Cancérogénicité - Catégorie 2;
2090180;NEO-STOP L500 HN;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
2090180;NEO-STOP L500 HN;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2090180;NEO-STOP L500 HN;AT;Mention d'avertissement : Attention;
2110188;NEOSTOP STARTER;C1;Sensibilisants cutanés - Catégorie 1;
2110188;NEOSTOP STARTER;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2110188;NEOSTOP STARTER;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2110188;NEOSTOP STARTER;C2;Cancérogénicité - Catégorie 2;
2110188;NEOSTOP STARTER;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
2110188;NEOSTOP STARTER;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2110188;NEOSTOP STARTER;DA;Mention d'avertissement : Danger;
2100101;NEO-STOP 1000 HN;C2;Cancérogénicité - Catégorie 2;
2100101;NEO-STOP 1000 HN;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
2100101;NEO-STOP 1000 HN;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2100101;NEO-STOP 1000 HN;AT;Mention d'avertissement : Attention;
2090067;POLDER BASIC;C2;Cancérogénicité - Catégorie 2;
2090067;POLDER BASIC;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
2090067;POLDER BASIC;TCC4;Dangers pour le milieu aquatique - Danger chronique, catégorie 4;
2090067;POLDER BASIC;AT;Mention d'avertissement : Attention;
2000099;POLDER 1%;C2;Cancérogénicité - Catégorie 2;
2000099;POLDER 1%;TCC4;Dangers pour le milieu aquatique - Danger chronique, catégorie 4;
2000099;POLDER 1%;AT;Mention d'avertissement : Attention;
2140064;TUBERPROP EASY;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2140064;TUBERPROP EASY;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2140064;TUBERPROP EASY;C1;Sensibilisants cutanés - Catégorie 1;
2140064;TUBERPROP EASY;C2;Cancérogénicité - Catégorie 2;
2140064;TUBERPROP EASY;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
2140064;TUBERPROP EASY;TCC3;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;
2140064;TUBERPROP EASY;DA;Mention d'avertissement : Danger;
9500551;CYCLADE;C3;Toxicité aiguë par voie orale - Catégorie 3;
9500551;CYCLADE;C4;Toxicité aiguë par inhalation - Catégorie 4;
9500551;CYCLADE;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9500551;CYCLADE;C1;Substances et mélanges corrosifs pour les métaux - Catégorie 1;
9500551;CYCLADE;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
9500551;CYCLADE;DA;Mention d'avertissement : Danger;
2100194;BIOX-M;C1;Danger par aspiration - Catégorie 1;
2100194;BIOX-M;C1;Sensibilisants cutanés - Catégorie 1;
2100194;BIOX-M;AT;Mention d'avertissement : Attention;
2100194;BIOX-M;DA;Mention d'avertissement : Danger;
9300186;HORIZON ARBO;C2;Toxiques pour la reproduction - Catégorie 2;
9300186;HORIZON ARBO;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9300186;HORIZON ARBO;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
9300186;HORIZON ARBO;AT;Mention d'avertissement : Attention;
2090104;DOURO;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2090104;DOURO;C2;Toxiques pour la reproduction - Catégorie 2;
2090104;DOURO;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2090104;DOURO;AT;Mention d'avertissement : Attention;
2140063;TUBERPROP ULTRA;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2140063;TUBERPROP ULTRA;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2140063;TUBERPROP ULTRA;C2;Cancérogénicité - Catégorie 2;
2140063;TUBERPROP ULTRA;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
2140063;TUBERPROP ULTRA;TCC4;Dangers pour le milieu aquatique - Danger chronique, catégorie 4;
2140063;TUBERPROP ULTRA;DA;Mention d'avertissement : Danger;
2090051;XEDAMATE 60;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2090051;XEDAMATE 60;C1;Sensibilisants cutanés - Catégorie 1;
2090051;XEDAMATE 60;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2090051;XEDAMATE 60;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2090051;XEDAMATE 60;C2;Cancérogénicité - Catégorie 2;
2090051;XEDAMATE 60;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
2090051;XEDAMATE 60;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2090051;XEDAMATE 60;DA;Mention d'avertissement : Danger;
2110201;VIVERDA;C4;Toxicité aiguë par inhalation - Catégorie 4;
2110201;VIVERDA;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2110201;VIVERDA;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2110201;VIVERDA;C1;Sensibilisants cutanés - Catégorie 1;
2110201;VIVERDA;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2110201;VIVERDA;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2110201;VIVERDA;C2;Cancérogénicité - Catégorie 2;
2110201;VIVERDA;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2110201;VIVERDA;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2110201;VIVERDA;C1A;Toxiques pour la reproduction - Catégories 1A;
2110201;VIVERDA;C1B;Toxiques pour la reproduction - Catégories 1B;
2110201;VIVERDA;DA;Mention d'avertissement : Danger;
9600526;BION 50 WG;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
9600526;BION 50 WG;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
9600526;BION 50 WG;C1;Sensibilisants cutanés - Catégorie 1;
9600526;BION 50 WG;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
9600526;BION 50 WG;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
9600526;BION 50 WG;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
9600526;BION 50 WG;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9600526;BION 50 WG;DA;Mention d'avertissement : Danger;
2140143;CIDETRAK-OFM;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2140143;CIDETRAK-OFM;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2140143;CIDETRAK-OFM;AT;Mention d'avertissement : Attention;
2180334;INSTRATA ELITE;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2180334;INSTRATA ELITE;AT;Mention d'avertissement : Attention;
2120071;SCIMITAR PRO;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2120071;SCIMITAR PRO;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2120071;SCIMITAR PRO;AT;Mention d'avertissement : Attention;
2080125;RACING;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2080125;RACING;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2080125;RACING;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2080125;RACING;AT;Mention d'avertissement : Attention;
2140002;SARACEN;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2140002;SARACEN;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2140002;SARACEN;AT;Mention d'avertissement : Attention;
2190312;SARACEN DELTA;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2190312;SARACEN DELTA;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2190312;SARACEN DELTA;AT;Mention d'avertissement : Attention;
2190200;GARLAND;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2190200;GARLAND;C1;Sensibilisants cutanés - Catégorie 1;
2190200;GARLAND;AT;Mention d'avertissement : Attention;
9800453;YETI;C1;Danger par aspiration - Catégorie 1;
9800453;YETI;C4;Toxicité aiguë par voie orale - Catégorie 4;
9800453;YETI;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
9800453;YETI;C1;Sensibilisants cutanés - Catégorie 1;
9800453;YETI;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
9800453;YETI;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
9800453;YETI;C2;Toxiques pour la reproduction - Catégorie 2;
9800453;YETI;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
9800453;YETI;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
9800453;YETI;DA;Mention d'avertissement : Danger;
9500002;IPIGLYCE;TCC3;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;
9500002;IPIGLYCE;AA;Pas de mention d'avertissement;
9700520;IPIGLYCE IND;TCC3;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;
9700520;IPIGLYCE IND;AA;Pas de mention d'avertissement;
9700521;IPIGLYCE PJT;TCC3;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;
9700521;IPIGLYCE PJT;AA;Pas de mention d'avertissement;
2050146;LIKID ALLEES J;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2050146;LIKID ALLEES J;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2050146;LIKID ALLEES J;AT;Mention d'avertissement : Attention;
2010319;PAVAPROP NG;TCC3;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;
2010319;PAVAPROP NG;AA;Pas de mention d'avertissement;
